iso3,country_name_ghg,year,ghg_per_capita,region,gdp_per_capita_ppp,renewable_pct,electricity_access_pct,fossil_fuel_pct,population,ghg_total_mt
LUX,Luxembourg,2022,12.57329,Europe & Central Asia,146919.145398494,,100.0,0.0,653103.0,0.00821165341887
MEX,Mexico,2022,5.919702,North America,23135.4931601276,,100.0,0.0,128613117.0,0.761351325931134
NLD,Netherlands,2022,8.550703,Europe & Central Asia,78630.3599072098,,100.0,0.0,17700982.0,0.151355839890346
NZL,New Zealand,2022,15.19625,East Asia & Pacific,54033.9130125651,,100.0,0.0,5081700.0,0.077222783625
NOR,Norway,2022,8.954423,Europe & Central Asia,125489.548935602,,100.0,0.0,5457127.0,0.048865423522721003
POL,Poland,2022,9.91145,Europe & Central Asia,46777.5524519162,,100.0,0.0,36821749.0,0.36495692412605
PRT,Portugal,2022,5.402277,Europe & Central Asia,45250.0148759865,,100.0,0.0,10434332.0,0.056369151773963996
SVK,Slovak Republic,2022,6.731154,Europe & Central Asia,41562.1497793913,,100.0,0.0,5431752.0,0.036561959201808
SVN,Slovenia,2022,7.355082,Europe & Central Asia,52347.109726538,,100.0,0.0,2112076.0,0.015534492170231999
ESP,Spain,2022,6.111369,Europe & Central Asia,51398.9310403407,,100.0,0.0,47786102.0,0.292038502393638
SWE,Sweden,2022,4.214768,Europe & Central Asia,67075.6762724717,,100.0,0.0,10486941.0,0.044200023344688005
CHE,Switzerland,2022,4.754273,Europe & Central Asia,94421.4576550424,,100.0,0.0,8777088.0,0.04172867249702401
TUR,Türkiye,2022,6.434767,Europe & Central Asia,39564.1103267333,,100.0,0.0,84979913.0,0.546825939835271
GBR,United Kingdom,2022,5.954677,Europe & Central Asia,59021.5721805914,,100.0,0.0,67604000.0,0.402559983908
USA,United States,2022,18.5727,North America,77860.9112908848,,100.0,0.0,334017321.0,6.2036034977367
DZA,Algeria,2022,5.281784,Middle East & North Africa,15836.0944370321,,100.0,0.0,45477389.0,0.240201745581976
ARG,Argentina,2022,7.697249,Latin America & Caribbean,29808.8073468007,,100.0,0.0,45407904.0,0.349515943656096
AZE,Azerbaijan,2022,7.256195,Europe & Central Asia,22552.0886560523,,100.0,0.0,10141756.0,0.07359055917841999
BLR,Belarus,2022,9.631652,Europe & Central Asia,28429.4948821827,,100.0,0.0,9228071.0,0.08888156850329201
BTN,Bhutan,2022,1.790353,East Asia & Pacific,15063.8105763072,82.5,100.0,,780914.0,0.0013981117226420001
BRA,Brazil,2022,5.865453,Latin America & Caribbean,19876.8533531396,,100.0,0.0,210306415.0,1.233542392780995
BRN,Brunei Darussalam,2022,29.67097,East Asia & Pacific,81801.7459224403,,100.0,0.0,455370.0,0.0135112696089
BGR,Bulgaria,2022,8.555132,Europe & Central Asia,36320.1422295192,,100.0,0.0,6465097.0,0.055309758227804005
CIV,Côte d’Ivoire,2022,2.695429,Sub-Saharan Africa,6719.44381557637,,72.0,0.0,30395002.0,0.08192756984585799
HRV,Croatia,2022,6.276711,Europe & Central Asia,42125.0726930931,,100.0,0.0,3855641.0,0.024200744276751
CUB,Cuba,2022,4.466265,Latin America & Caribbean,,,100.0,0.0,11059820.0,0.0493960869723
CYP,Cyprus,2022,6.261792,Europe & Central Asia,55876.17578125,,100.0,0.0,1331370.0,0.00833676201504
EGY,Egypt,2022,3.429381,Middle East & North Africa,17526.8017030166,,100.0,0.0,112618250.0,0.38621088680324994
GEO,Georgia,2022,5.296077,Europe & Central Asia,22461.3326414547,,100.0,0.0,3712502.0,0.019661696454654
GHA,Ghana,2022,1.446825,Sub-Saharan Africa,7208.15798982723,,85.1,0.0,33149152.0,0.047961021842399996
GTM,Guatemala,2022,1.847079,Latin America & Caribbean,13014.0153809826,,99.1,0.0,17847877.0,0.032966438801283
GNB,Guinea-Bissau,2022,0.7657315,Sub-Saharan Africa,2788.83773937954,87.4,37.4,,2105529.0,0.0016122698794635
GUY,Guyana,2022,10.29586,Latin America & Caribbean,39710.9695607531,12.1,93.0,,821637.0,0.00845945952282
VAT,Holy See,2022,31.39618,Europe & Central Asia,,,,,,
IDN,Indonesia,2022,3.839404,East Asia & Pacific,14284.929293133,,100.0,0.0,278830529.0,1.070543048364716
KAZ,Kazakhstan,2022,17.19394,Europe & Central Asia,35895.0839871667,,100.0,0.0,20034609.0,0.34447386506946004
KEN,Kenya,2022,1.222736,Sub-Saharan Africa,5883.22303961921,,76.0,0.0,54252461.0,0.066336437153296
LBN,Lebanon,2022,3.571952,Middle East & North Africa,12292.8407305501,,100.0,0.0,5744489.0,0.020519038972528
LIE,Liechtenstein,2022,4.195264,Europe & Central Asia,,56.9,100.0,,39493.0,0.00016568356115200002
MDV,Maldives,2022,4.502358,South Asia,22880.5123151419,1.2,100.0,,524106.0,0.0023597128419480004
MLT,Malta,2022,4.278131,Europe & Central Asia,60588.8890591794,,100.0,0.0,531113.0,0.002272170989803
MUS,Mauritius,2022,4.624897,Sub-Saharan Africa,26874.4899927593,,100.0,0.0,1262523.0,0.0058390388351309995
MDA,Moldova,2022,4.260492,Europe & Central Asia,16452.9621192,,100.0,0.0,2528654.0,0.010773310137768
MCO,Monaco,2022,1.671067,Europe & Central Asia,,,100.0,,38931.0,6.5056309377e-05
MAR,Morocco,2022,2.655225,Middle East & North Africa,9310.0322265625,,100.0,0.0,37329064.0,0.09911706395940001
NAM,Namibia,2022,4.355369,Sub-Saharan Africa,10662.7017064119,,56.2,0.0,2889662.0,0.012585544295278
NPL,Nepal,2022,1.959157,South Asia,5102.99231132947,,91.3,0.0,29715436.0,0.058217204447452
NGA,Nigeria,2022,1.472081,Sub-Saharan Africa,8304.9581050353,,60.5,0.0,223150896.0,0.32849619413457604
ROU,Romania,2022,5.721738,Europe & Central Asia,41979.2586767087,,100.0,0.0,19048502.0,0.108990537736476
RUS,Russia,2022,13.91034,Europe & Central Asia,40938.98828125,,100.0,0.0,144236933.0,2.0063847785872198
RWA,Rwanda,2022,0.9296069,Sub-Saharan Africa,3098.67700634994,79.9,50.6,0.0,13651030.0,0.012690091680106999
SRB,Serbia,2022,9.226242,Europe & Central Asia,26142.8279237665,,100.0,0.0,6664449.0,0.061487819270657995
SGP,Singapore,2022,10.36283,East Asia & Pacific,143094.949896959,,100.0,0.0,5637022.0,0.05841550069226
SLB,Solomon Islands,2022,0.7385193,East Asia & Pacific,2496.22734577831,50.1,76.0,,781066.0,0.0005768323155738
ZAF,South Africa,2022,7.626128,Sub-Saharan Africa,14749.0478045301,,86.5,0.0,62378410.0,0.47570573909647995
THA,Thailand,2022,5.356871,East Asia & Pacific,22243.0747727026,,99.9,0.0,71735329.0,0.384276903595559
UKR,Ukraine,2022,5.826824,Europe & Central Asia,14770.0712890625,,100.0,0.0,41048766.0,0.23918393489918402
URY,Uruguay,2022,11.06299,Latin America & Caribbean,33000.918699951,,100.0,0.0,3390913.0,0.03751363660986999
UZB,Uzbekistan,2022,5.999439,Europe & Central Asia,10292.5309427485,,100.0,0.0,34938955.0,0.209614129246245
VEN,Venezuela,2022,5.68212,Latin America & Caribbean,,,100.0,0.0,28213017.0,0.16030974815604002
AUS,Australia,2018,22.44748,East Asia & Pacific,50371.233830782,9.8,100.0,0.0,24963258.0,0.5603622346898399
AUT,Austria,2018,8.984918,Europe & Central Asia,56636.4953030542,34.1,100.0,0.0,8840521.0,0.079431356262278
BEL,Belgium,2018,10.26945,Europe & Central Asia,52466.7330784599,10.7,100.0,0.0,11427054.0,0.1173495597003
CAN,Canada,2018,20.0309,North America,49982.5999118346,22.3,100.0,0.0,37072620.0,0.7425979439579999
CHL,Chile,2018,5.672374,Latin America & Caribbean,25305.0903462611,25.5,100.0,0.0,18893191.0,0.107169245405434
COL,Colombia,2018,3.619326,Latin America & Caribbean,15239.4049488277,30.4,98.5,0.0,49024465.0,0.17743552081059
CRI,Costa Rica,2018,3.200677,Latin America & Caribbean,21498.0350746836,33.1,99.7,0.0,4957818.0,0.015868374042786
CZE,Czechia,2018,11.98083,Europe & Central Asia,41638.1831076596,14.7,100.0,0.0,10629928.0,0.12735536028023997
DNK,Denmark,2018,8.580415,Europe & Central Asia,57233.6231685618,34.6,100.0,0.0,5793636.0,0.04971180123894
EST,Estonia,2018,15.09539,Europe & Central Asia,37120.9879761677,28.6,100.0,0.0,1321977.0,0.01995575838603
FIN,Finland,2018,10.1648,Europe & Central Asia,49248.6775395866,44.2,100.0,0.0,5515525.0,0.05606420852
FRA,France,2018,6.790996,Europe & Central Asia,46381.0590629457,15.2,100.0,0.0,67158348.0,0.456072072634608
DEU,Germany,2018,10.22998,Europe & Central Asia,56273.0405627017,16.0,100.0,0.0,82905782.0,0.84812449174436
GRC,Greece,2018,8.667607,Europe & Central Asia,29792.0592519585,17.9,100.0,0.0,10732882.0,0.093028403153374
HUN,Hungary,2018,6.668178,Europe & Central Asia,32258.2577892511,13.6,100.0,0.0,9706964.0,0.06472776379159201
ISL,Iceland,2018,14.01085,Europe & Central Asia,57197.7676247175,81.4,100.0,0.0,352721.0,0.004941921022850001
IRL,Ireland,2018,12.64129,Europe & Central Asia,86299.3420216976,10.8,100.0,0.0,4898022.0,0.06191731652838
ISR,Israel,2018,9.441315,Middle East & North Africa,40189.9909957069,3.8,100.0,0.0,8882800.0,0.083865312882
ITA,Italy,2018,7.105342,Europe & Central Asia,43386.7005868803,17.1,100.0,0.0,60148658.0,0.427376785931036
JPN,Japan,2018,9.639091,East Asia & Pacific,42141.9352987758,7.3,100.0,0.0,126811000.0,1.222342768801
KOR,Korea,2018,15.17932,East Asia & Pacific,45511.0803506331,3.2,100.0,0.0,51585058.0,0.78302610260056
LVA,Latvia,2018,5.843408,Europe & Central Asia,29817.8047263182,41.0,100.0,0.0,1927174.0,0.011261263968992
LTU,Lithuania,2018,6.951449,Europe & Central Asia,36491.9385223689,33.7,100.0,0.0,2819200.0,0.0195975250208
LUX,Luxembourg,2018,17.40738,Europe & Central Asia,116638.414163882,16.0,100.0,0.0,607950.0,0.010582816671
MEX,Mexico,2018,6.075221,North America,20921.4775277572,10.3,99.5,0.0,124573711.0,0.756812825115131
NLD,Netherlands,2018,10.73006,Europe & Central Asia,58819.2609142584,7.4,100.0,0.0,17231624.0,0.18489635941744
NZL,New Zealand,2018,16.9124,East Asia & Pacific,42527.2784103301,28.9,100.0,0.0,4900600.0,0.08288090744000001
NOR,Norway,2018,9.944004,Europe & Central Asia,70253.8463693386,58.9,100.0,0.0,5311916.0,0.052821713951664004
POL,Poland,2018,10.67059,Europe & Central Asia,32345.1066076225,15.1,100.0,0.0,37974750.0,0.4052129876025
PRT,Portugal,2018,6.491846,Europe & Central Asia,34896.7993382974,27.5,100.0,0.0,10283822.0,0.066760988715412
SVK,Slovak Republic,2018,7.707138,Europe & Central Asia,31509.8187291635,12.4,100.0,0.0,5446771.0,0.041979015751397994
SVN,Slovenia,2018,8.531396,Europe & Central Asia,38620.2045436305,20.6,100.0,0.0,2073894.0,0.017693210976024002
ESP,Spain,2018,6.955995,Europe & Central Asia,41015.1565755187,16.9,100.0,0.0,46782011.0,0.32541543460594496
SWE,Sweden,2018,5.05477,Europe & Central Asia,53122.438677218,51.6,100.0,0.0,10175214.0,0.051433366470780006
CHE,Switzerland,2018,5.508288,Europe & Central Asia,70688.8187491194,24.2,100.0,0.0,8514329.0,0.046899376258752005
TUR,Türkiye,2018,6.275307,Europe & Central Asia,28640.3401839802,11.8,100.0,0.0,81407204.0,0.510855197111628
GBR,United Kingdom,2018,6.976843,Europe & Central Asia,47212.2045190522,10.2,100.0,0.0,66289000.0,0.46248794562699996
USA,United States,2018,20.15406,North America,62875.6661382728,9.9,100.0,0.0,328529577.0,6.621204806632621
DZA,Algeria,2018,5.262534,Middle East & North Africa,13727.1266357859,0.2,99.6,0.0,42505035.0,0.22368419185868998
ARG,Argentina,2018,7.699173,Latin America & Caribbean,24410.3919063335,10.5,100.0,0.0,44654882.0,0.343805661812586
BLR,Belarus,2018,9.746824,Europe & Central Asia,20025.9815543598,7.2,99.3,0.0,9438785.0,0.09199817616884001
BRA,Brazil,2018,5.63276,Latin America & Caribbean,15463.7426393743,46.9,99.7,0.0,206107261.0,1.16095273547036
BRN,Brunei Darussalam,2018,25.09908,East Asia & Pacific,65148.8264035521,0.0,100.0,0.0,437810.0,0.010988628214800001
BGR,Bulgaria,2018,7.861728,Europe & Central Asia,23997.6876896184,19.6,98.7,0.0,6710798.0,0.052758468538943996
CIV,Côte d’Ivoire,2018,1.710556,Sub-Saharan Africa,4945.62520575915,60.5,67.1,0.0,27464173.0,0.046979005910188
HRV,Croatia,2018,6.123429,Europe & Central Asia,29789.1305400916,32.8,100.0,0.0,3988775.0,0.024424980509475
CUB,Cuba,2018,4.803382,Latin America & Caribbean,,24.0,99.6,0.0,11227118.0,0.053928136513076
CYP,Cyprus,2018,6.939748,Europe & Central Asia,40262.30859375,12.0,100.0,0.0,1270737.0,0.008818594554276
EGY,Egypt,2018,3.463126,Middle East & North Africa,12329.2446781436,5.0,100.0,0.0,105682094.0,0.365990407465844
GEO,Georgia,2018,4.652597,Europe & Central Asia,15021.9057577433,27.4,99.9,0.0,3726549.0,0.017338130697753
GHA,Ghana,2018,1.312229,Sub-Saharan Africa,5536.49795400218,42.1,80.4,0.0,30637585.0,0.040203527526965
GTM,Guatemala,2018,1.868301,Latin America & Caribbean,9946.80252245268,64.0,94.2,0.0,16845685.0,0.031472810131185
GNB,Guinea-Bissau,2018,0.6934381,Sub-Saharan Africa,2057.96969129146,86.6,28.4,,1922168.0,0.0013329045258008
GUY,Guyana,2018,6.167833,Latin America & Caribbean,12442.5087185876,16.8,90.9,,791556.0,0.0048821852181479995
VAT,Holy See,2018,29.40696,Europe & Central Asia,,,,,,
IDN,Indonesia,2018,3.378282,East Asia & Pacific,11372.0971987612,22.0,98.5,0.0,269951846.0,0.911973462208572
KAZ,Kazakhstan,2018,21.34503,Europe & Central Asia,25096.1285862615,1.9,100.0,0.0,18932727.0,0.40411962579681004
KEN,Kenya,2018,1.223337,Sub-Saharan Africa,4411.56104120886,68.7,61.2,0.0,50207107.0,0.061420211656058994
LIE,Liechtenstein,2018,4.732372,Europe & Central Asia,,56.8,100.0,,38246.0,0.000180994299512
MYS,Malaysia,2018,9.79379,East Asia & Pacific,27793.5674222948,5.3,100.0,0.0,32910967.0,0.32232309949493
MDV,Maldives,2018,4.197021,South Asia,21899.4292993843,1.3,100.0,,473099.0,0.001985606438079
MLT,Malta,2018,4.165486,Europe & Central Asia,48178.2920560941,7.6,100.0,0.0,483903.0,0.002015691171858
MUS,Mauritius,2018,4.478291,Sub-Saharan Africa,23415.5237589118,9.2,99.8,0.0,1265577.0,0.005667622088907
MDA,Moldova,2018,4.406259,Europe & Central Asia,11868.1955463223,25.3,100.0,0.0,2707203.0,0.011928637583577002
MCO,Monaco,2018,2.261659,Europe & Central Asia,,,100.0,,38154.0,8.629133748599999e-05
MAR,Morocco,2018,2.586243,Middle East & North Africa,7801.0986328125,10.9,98.1,0.0,35839760.0,0.09269032842168
NAM,Namibia,2018,4.198732,Sub-Saharan Africa,9853.73533646074,30.9,52.3,0.0,2577327.0,0.010821505349364
NPL,Nepal,2018,1.761065,South Asia,3956.12461094443,75.0,93.9,0.0,28079689.0,0.049450157508785
NGA,Nigeria,2018,1.512795,Sub-Saharan Africa,7158.17107571781,80.8,56.5,0.0,204938755.0,0.31003032387022494
PAN,Panama,2018,4.362435,Latin America & Caribbean,32463.5403500842,24.5,93.8,0.0,4167860.0,0.0181820183391
PER,Peru,2018,3.189103,Latin America & Caribbean,13078.2323503405,27.9,95.2,0.0,31897584.0,0.101724680827152
ROU,Romania,2018,6.048876,Europe & Central Asia,29382.7567479407,23.0,99.8,0.0,19473970.0,0.11779562975772
RUS,Russia,2018,14.07665,Europe & Central Asia,28628.5625,3.2,100.0,0.0,145398106.0,2.0467182488249
RWA,Rwanda,2018,0.7978748,Sub-Saharan Africa,2125.49522712839,82.8,38.0,0.0,12487996.0,0.0099638573109008
SRB,Serbia,2018,9.022214,Europe & Central Asia,18469.022619005,21.0,100.0,0.0,6982604.0,0.062998547565256
SGP,Singapore,2018,10.08684,East Asia & Pacific,103963.36329269,0.8,100.0,0.0,5638676.0,0.05687642262384
SLB,Solomon Islands,2018,0.8389294,East Asia & Pacific,2493.97675737551,48.6,65.8,,709101.0,0.0005948856764694001
ZAF,South Africa,2018,8.537099,Sub-Saharan Africa,13347.3634826038,8.0,84.7,0.0,58613001.0,0.5003849922240989
UKR,Ukraine,2018,7.631061,Europe & Central Asia,12554.8486328125,6.9,100.0,0.0,45208907.0,0.344991927060327
UZB,Uzbekistan,2018,5.80262,Europe & Central Asia,8128.75520303523,1.5,100.0,0.0,32373490.0,0.1878510605438
VEN,Venezuela,2018,6.191895,Latin America & Caribbean,,14.6,99.9,0.0,29807592.0,0.18456547986684
AUS,Australia,2014,22.74019,East Asia & Pacific,47108.5906459966,9.3,100.0,92.1303249972753,23475686.0,0.53384156002034
AUT,Austria,2014,9.033319,Europe & Central Asia,48355.4977624407,35.7,100.0,65.0375293839374,8546356.0,0.07720196003556401
BEL,Belgium,2014,10.21425,Europe & Central Asia,45147.6429534057,9.1,100.0,72.7601177085285,11209057.0,0.11449211046225
CAN,Canada,2014,20.97687,North America,45758.1007297304,22.2,100.0,74.3072940366545,35434066.0,0.7432957960534201
CHL,Chile,2014,5.283227,Latin America & Caribbean,22553.6161787372,27.0,100.0,76.0638394134275,17864195.0,0.09438059735726499
COL,Colombia,2014,3.509622,Latin America & Caribbean,13355.3624162195,32.1,97.8,62.4490230103264,46565429.0,0.163427054057838
CRI,Costa Rica,2014,3.075124,Latin America & Caribbean,16393.8095428323,37.6,99.4,48.2377466247926,4767119.0,0.014659482047756002
CZE,Czechia,2014,11.91482,Europe & Central Asia,32743.489773169,14.8,100.0,73.9740382544337,10525347.0,0.12540761494254
DNK,Denmark,2014,9.377474,Europe & Central Asia,47879.5955558233,30.2,100.0,67.50530308518,5643475.0,0.05292154008215
EST,Estonia,2014,15.96656,Europe & Central Asia,29403.6584494815,25.3,100.0,15.7466116982443,1314545.0,0.020988761615199997
FIN,Finland,2014,10.7283,Europe & Central Asia,41547.0984485393,41.2,100.0,41.9617975513844,5461512.0,0.05859273918960001
FRA,France,2014,7.046576,Europe & Central Asia,40218.1258637776,13.2,100.0,45.0352121657311,66312067.0,0.467273019832592
DEU,Germany,2014,10.98049,Europe & Central Asia,47938.7968210418,14.0,100.0,79.3957288542964,80982500.0,0.889227531425
GRC,Greece,2014,9.174307,Europe & Central Asia,26450.181326726,16.4,100.0,85.8514763736282,10892413.0,0.099930340832791
HUN,Hungary,2014,6.00465,Europe & Central Asia,25796.2100959256,15.7,100.0,65.3462673027725,9833038.0,0.0590439516267
ISL,Iceland,2014,14.53881,Europe & Central Asia,45996.9687476901,77.6,100.0,10.9096604926827,327386.0,0.00475980285066
IRL,Ireland,2014,12.47143,Europe & Central Asia,52640.7843918553,8.8,100.0,84.9011662601824,4657740.0,0.058088678368199996
ISR,Israel,2014,9.849664,Middle East & North Africa,34816.2422460071,3.7,100.0,,8215700.0,0.08092188452480001
ITA,Italy,2014,7.120819,Europe & Central Asia,36665.68576775,17.1,100.0,78.5887352149793,60320707.0,0.42953283649903296
JPN,Japan,2014,10.5282,East Asia & Pacific,39555.4120089198,5.6,100.0,95.0909540310789,127276000.0,1.3399871832
KOR,Korea,2014,14.33164,East Asia & Pacific,37032.1724172561,2.9,100.0,84.837677016859,50746659.0,0.7272828479907599
LVA,Latvia,2014,5.373127,Europe & Central Asia,21553.6623204436,40.2,100.0,56.7125719593452,1993782.0,0.010712843896314
LTU,Lithuania,2014,6.594755,Europe & Central Asia,26274.7488764946,27.7,100.0,68.1948652301111,2937253.0,0.019370463908015
LUX,Luxembourg,2014,19.4309,Europe & Central Asia,105296.284588232,6.8,100.0,83.1188430288718,556319.0,0.010809778857100001
MEX,Mexico,2014,6.141273,North America,18820.7991098584,9.8,99.2,89.516999817291,119784261.0,0.735627847904253
NLD,Netherlands,2014,10.9876,Europe & Central Asia,49751.3092860822,5.6,100.0,93.2981887679315,16865008.0,0.1853059619008
NZL,New Zealand,2014,18.4279,East Asia & Pacific,37331.3155732447,29.0,100.0,60.8657651177121,4516500.0,0.08322961035000001
NOR,Norway,2014,10.45206,Europe & Central Asia,66332.4614374198,55.8,100.0,58.7135472017842,5137232.0,0.05369465709792
POL,Poland,2014,9.929695,Europe & Central Asia,25459.7392273761,11.6,100.0,90.0737317204914,38011735.0,0.37744493497082504
PRT,Portugal,2014,6.078352,Europe & Central Asia,28764.5254955042,30.5,100.0,72.7805736947789,10401062.0,0.063221316009824
SVK,Slovak Republic,2014,7.319902,Europe & Central Asia,29108.072180194,12.2,100.0,62.4581924695215,5418649.0,0.039663979652398
SVN,Slovenia,2014,8.093888,Europe & Central Asia,30571.9753019832,22.9,100.0,59.6566780751409,2061980.0,0.016689435178239998
ESP,Spain,2014,6.857054,Europe & Central Asia,33760.9555646369,17.3,100.0,71.7388098678952,46460733.0,0.318583755060582
SWE,Sweden,2014,5.515628,Europe & Central Asia,46841.4019746739,48.6,100.0,29.5874205091071,9696110.0,0.05348013580708
CHE,Switzerland,2014,6.044053,Europe & Central Asia,63417.0438110319,22.2,100.0,49.2043626679746,8188649.0,0.049492628554397004
TUR,Türkiye,2014,5.997226,Europe & Central Asia,24192.537613837,11.5,100.0,91.3802710997426,77181884.0,0.462877201453784
GBR,United Kingdom,2014,8.215401,Europe & Central Asia,41266.8197795309,6.6,100.0,82.9732271356392,64620000.0,0.53087921262
USA,United States,2014,21.37271,North America,55153.3940182967,9.0,100.0,83.4019897520666,319257560.0,6.8233992451876
DZA,Algeria,2014,5.151576,Middle East & North Africa,14694.143827383,0.1,99.3,97.0302900324726,39205031.0,0.201967696778856
ARG,Argentina,2014,7.848993,Latin America & Caribbean,19487.4181748868,9.8,100.0,92.3836622192159,43024071.0,0.337695632110503
BLR,Belarus,2014,9.893406,Europe & Central Asia,19037.8847440186,6.7,96.8,92.8514440851526,9448515.0,0.09347799499209
BRA,Brazil,2014,6.026185,Latin America & Caribbean,15827.3081625749,41.7,99.7,58.8412201603963,200085127.0,1.205749991050495
BRN,Brunei Darussalam,2014,27.43803,East Asia & Pacific,81225.5485449793,0.0,100.0,99.9718900881513,416750.0,0.011434799002500001
BGR,Bulgaria,2014,7.927114,Europe & Central Asia,17990.7621498811,17.1,95.9,71.9161104454373,7073572.0,0.056073011631208
CIV,Côte d’Ivoire,2014,1.577156,Sub-Saharan Africa,4074.21445539789,71.9,61.9,34.1595191336343,24527395.0,0.03868352818862
HRV,Croatia,2014,5.758433,Europe & Central Asia,22706.1799469484,33.6,100.0,70.8748159731388,4201598.0,0.024194620575934002
CUB,Cuba,2014,5.227796,Latin America & Caribbean,,23.2,98.7,94.5848718252967,11285775.0,0.05899972940189999
CYP,Cyprus,2014,6.882424,Europe & Central Asia,29892.7109375,9.5,100.0,91.9006736410977,1201801.0,0.008271304045624
EGY,Egypt,2014,3.07912,Middle East & North Africa,10256.4367553616,5.4,99.8,90.2206573455579,97528654.0,0.30030242910448
GEO,Georgia,2014,4.477543,Europe & Central Asia,11770.6989360253,30.7,100.0,71.3923935449501,3719414.0,0.016653836119802
GHA,Ghana,2014,1.128611,Sub-Saharan Africa,5517.13178763566,47.7,78.3,52.6743906404964,28041592.0,0.031648049188712
GTM,Guatemala,2014,1.703142,Latin America & Caribbean,8236.65929901849,66.2,85.5,41.6565859076073,15681725.0,0.02670820447995
GNB,Guinea-Bissau,2014,0.6962806,Sub-Saharan Africa,1455.90813665193,87.3,17.2,,1741122.0,0.0012123094708332
GUY,Guyana,2014,6.078437,Latin America & Caribbean,11145.0291198724,24.0,86.9,,754229.0,0.004584533460073
VAT,Holy See,2014,30.32221,Europe & Central Asia,,,,,,
IDN,Indonesia,2014,3.069394,East Asia & Pacific,10064.677127417,29.3,97.0,81.0824658333214,258877399.0,0.794596735226206
KAZ,Kazakhstan,2014,20.52191,Europe & Central Asia,23958.1128890603,1.3,100.0,,17816285.0,0.36562419730435
KEN,Kenya,2014,1.147807,Sub-Saharan Africa,3359.48950665093,71.8,36.0,17.9258722426036,46051440.0,0.052858165192079996
LIE,Liechtenstein,2014,5.356115,Europe & Central Asia,,55.0,100.0,,37248.0,0.00019950457152
MYS,Malaysia,2014,10.23582,East Asia & Pacific,24306.5212338415,3.0,99.7,97.9403237804626,30696137.0,0.31420013302734
MDV,Maldives,2014,3.68893,South Asia,16722.523852619,1.2,100.0,,413617.0,0.00152580415981
MLT,Malta,2014,6.549833,Europe & Central Asia,35205.7012669646,4.5,100.0,97.3823335627365,433481.0,0.0028392281586729997
MUS,Mauritius,2014,4.015156,Sub-Saharan Africa,19294.4682829555,10.6,99.5,85.0556234220937,1261208.0,0.005063946868448001
MDA,Moldova,2014,3.968441,Europe & Central Asia,8643.06431435343,24.3,99.8,80.2245742858812,2857815.0,0.011341070216414999
MCO,Monaco,2014,2.346737,Europe & Central Asia,,,100.0,,36128.0,8.4782914336e-05
MAR,Morocco,2014,2.459603,Middle East & North Africa,7237.27734375,11.1,97.3,88.3645731918633,34204780.0,0.08413017950234
NAM,Namibia,2014,4.751163,Sub-Saharan Africa,10365.3090596781,30.2,48.4,75.5016466636717,2312139.0,0.010985349267657001
NPL,Nepal,2014,1.496792,South Asia,2901.19752086169,84.0,84.9,15.1763198580422,27672370.0,0.04141978203704
NGA,Nigeria,2014,1.563994,Sub-Saharan Africa,7396.12835532947,79.9,54.2,39.1677770531867,185896915.0,0.29074165967851
PAN,Panama,2014,4.204799,Latin America & Caribbean,24376.0808599604,19.8,90.8,84.4099938740646,3892101.0,0.016365502392699002
PER,Peru,2014,3.223498,Latin America & Caribbean,11517.7371710247,28.6,92.9,86.1902367660519,30115826.0,0.09707830487934802
ROU,Romania,2014,5.914941,Europe & Central Asia,20632.9924390362,24.3,98.4,73.0867018814082,19908979.0,0.117760436155239
RUS,Russia,2014,13.6596,Europe & Central Asia,25688.2265625,3.3,100.0,92.3829682310696,144237223.0,1.9702227712907998
RWA,Rwanda,2014,0.7338822,Sub-Saharan Africa,1677.56869684182,88.0,19.8,0.0,11364757.0,0.008340392869625401
SRB,Serbia,2014,7.617867,Europe & Central Asia,15296.1484591287,23.2,99.7,83.7593645706375,7131787.0,0.054329004838329004
SGP,Singapore,2014,9.636294,East Asia & Pacific,84555.2446100826,0.6,100.0,93.0398651536326,5469724.0,0.052707868562855996
SLB,Solomon Islands,2014,0.8533567,East Asia & Pacific,2377.38397015815,45.9,50.5,,616908.0,0.0005264425750836
ZAF,South Africa,2014,9.387836,Sub-Saharan Africa,13358.9417186608,7.6,85.9,94.1188203880702,55594838.0,0.521915221590568
UKR,Ukraine,2014,8.028714,Europe & Central Asia,10493.7451171875,3.5,100.0,75.3571271035037,45972380.0,0.36909909091932
UZB,Uzbekistan,2014,5.650603,Europe & Central Asia,6609.76717277708,1.4,99.8,,30222994.0,0.17077814056538201
VEN,Venezuela,2014,8.367807,Latin America & Caribbean,,12.1,100.0,90.1216070050478,30254079.0,0.25316029403475304
AUS,Australia,2019,21.86902,East Asia & Pacific,52885.8313816377,10.3,100.0,0.0,25334826.0,0.55404781649052
AUT,Austria,2019,9.08026,Europe & Central Asia,60354.9279422121,34.0,100.0,0.0,8879920.0,0.08063198237920001
BEL,Belgium,2019,10.12343,Europe & Central Asia,56712.469571978,10.2,100.0,0.0,11488980.0,0.1163078848014
CAN,Canada,2019,19.77897,North America,50498.9731057448,22.4,100.0,0.0,37618495.0,0.7440550840501501
CHL,Chile,2019,5.682408,Latin America & Caribbean,25611.7578269458,25.3,100.0,0.0,19197744.0,0.109089414087552
COL,Colombia,2019,3.683094,Latin America & Caribbean,16181.5908990662,31.5,99.4,0.0,49907985.0,0.18381580010559
