"Country Name","Country Code","Year","average_value_Access to electricity (% of population)","average_value_Access to electricity, rural (% of rural population)","average_value_Access to electricity, urban (% of urban population)","average_value_Adjusted savings: energy depletion (% of GNI)","average_value_Adjusted savings: energy depletion (current US$)","average_value_Adjusted savings: mineral depletion (% of GNI)","average_value_Adjusted savings: mineral depletion (current US$)","average_value_Adjusted savings: natural resources depletion (% of GNI)","average_value_Alternative and nuclear energy (% of total energy use)","average_value_CO2 emissions from gaseous fuel consumption (% of total)","average_value_CO2 emissions from liquid fuel consumption (kt)","average_value_Combustible renewables and waste (% of total energy)","average_value_Electric power consumption (kWh per capita)","average_value_Electric power transmission and distribution losses (% of output)","average_value_Electricity production from coal sources (% of total)","average_value_Electricity production from hydroelectric sources (% of total)","average_value_Electricity production from natural gas sources (% of total)","average_value_Electricity production from nuclear sources (% of total)","average_value_Electricity production from oil sources (% of total)","average_value_Electricity production from oil, gas and coal sources (% of total)","average_value_Electricity production from renewable sources, excluding hydroelectric (% of total)","average_value_Electricity production from renewable sources, excluding hydroelectric (kWh)","average_value_Energy imports, net (% of energy use)","average_value_Energy intensity level of primary energy (MJ/$2011 PPP GDP)","average_value_Energy related methane emissions (% of total)","average_value_Energy use (kg of oil equivalent per capita)","average_value_Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)","average_value_Firms using banks to finance investment (% of firms)","average_value_Fossil fuel energy consumption (% of total)","average_value_Fuel exports (% of merchandise exports)","average_value_Fuel imports (% of merchandise imports)","average_value_GDP per unit of energy use (PPP $ per kg of oil equivalent)","average_value_GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent)","average_value_Investment in energy with private participation (current US$)","average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Mineral rents (% of GDP)","average_value_Natural gas rents (% of GDP)","average_value_Nitrous oxide emissions in energy sector (% of total)","average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Oil rents (% of GDP)","average_value_Ores and metals exports (% of merchandise exports)","average_value_Ores and metals imports (% of merchandise imports)","average_value_Pump price for diesel fuel (US$ per liter)","average_value_Pump price for gasoline (US$ per liter)","average_value_Renewable electricity output (% of total electricity output)","average_value_Renewable energy consumption (% of total final energy consumption)","average_value_Time required to get electricity (days)","average_value_Time to obtain an electrical connection (days)","average_value_Total natural resources rents (% of GDP)","average_value_Value lost due to electrical outages (% of sales for affected firms)"
"Ethiopia","ETH","1965","","","","","","","","","","0","575.719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fiji","FJI","2017","96","91.43107939972","99.6276321411133","0","0","0.264944125365696","13062558.8278792","0.264944125365696","","","","","","","","","","","","","","","","","","","","","","0.0452382327808257","18.7108660141213","","","","320","0.351645616356078","0","","20","0","1.30088198354703","0.832507574256345","","","","28.8892993927002","81","","1.24824345222322",""
"France","FRA","2012","100","100","100","0.0125421358055607","343969328.681084","0.0000698957557019","1916898.0897004","0.0126120315612626","46.4504114320475","26.0265087860137","194105.311","4.48076379825588","7363.42323479625","6.7322715836427","3.70112442613554","10.4846442709979","3.89558211417827","75.9627798342556","1.10942664445313","8.70613318476695","4.34270980091747","24320000000","46.7992310665818","4.31659316435746","","3836.65629939189","89.6611253637457","","49.0120270700645","4.44640259659438","17.4398268885661","9.82082208316772","11.1531056067287","","3400","0.000290126126842","0.00303440846395","","3680","0.0133304708385836","2.40010723937095","2.63871413140638","1.78","1.91","14.8273540719154","12.5293998718262","71","","0.0503422299988709",""
"Georgia","GEO","2012","100","100","100","0.0344843642521858","5626469.9362638","0.632318984220334","103169184.9914","0.66680334847252","14.3971015759955","52.4804311543811","2720.914","8.27463054552775","2329.92587038339","11.2841670964415","0","74.5023207839092","25.4976792160908","0","0","25.4976792160908","0","0","70.3371527589433","5.14637904628092","","993.739933288172","87.9746429725381","","74.4628232768799","2.95062917617883","17.3572170903087","9.88795199252743","11.366911716961","","1230","0.874521259459009","0.0054324615436774","","20","0.130396077806272","10.5458650732291","1.67456344352375","1.37","1.34","74.5023207839092","28.6896991729736","71","","1.08582201212476",""
"Grenada","GRD","1968","","","","","","","","","","0","40.337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Greenland","GRL","2018","100","100","100","","0","","0","","","","","","","","","","","","","","","","","","","","","","","0.0000596039293307","16.4247288152661","","","","","0","0","","","0","0.103210288853998","0.412710027765235","","","","11.4736003875732","","","0",""
"Guyana","GUY","1970","","","","","","0.997999752156126","2460568.38894093","","","0","1580.477","","","","","","","","","","","","","","3.49438635204321","","","","","0.0051672051539378","8.59455749990094","","","","72.2111445263377","15.047350443965","","0.908490381489997","18.88866518","","53.3736237133717","0.572834089078645","","","","","","","20.7080226592579",""
"Honduras","HND","1968","","","","","","","","","","0","1158.772","","","","","","","","","","","","","","","","","","","1.1715349199478","6.76572573753808","","","","","","","","","","6.73162375866381","0.758089190876917","","","","","","","",""
"Heavily indebted poor countries (HIPC)","HPC","1966","","","","","","","","","","0.458015267175573","22158.7013945946","","","","","","","","","","","","","","","","","","","0.870827821634078","5.02515723557321","","","","","","","","","","21.1013806880394","1.22647355549933","","","","","","","",""
"Haiti","HTI","2003","31.6","18.7346838847525","50.3875737318128","0","0","0","0","0.455595764507396","0.450943120602934","0","1591.478","66.2721442625552","28.7636959012183","52.1495327102804","0","47.6635514018692","0","0","52.3364485981308","52.3364485981308","0","0","24.5543644689074","6.30375223522048","4.51306413301663","249.205515258916","93.8908315901924","","24.5543193823502","","","8.79083914561281","10.6506671957569","5520000","190","0","0","7.48299319727891","110","0","","","","","47.6635514018692","79.0205993652344","","","0.500341381609596",""
"Iraq","IRQ","1983","","","","5.09744273670711","1972557858.48548","0","0","5.09744273670711","0.429415958511761","1.69395287214914","28829.954","0.157194535665284","1037.82128266638","4.99845535990114","0","3.70713623725672","5.51745443311708","0","90.7754093296262","96.2928637627433","0","0","-312.689158353875","","63.060618028885","811.055779991608","","","99.4133978278376","","","","","","9752.26151754903","0","0.0227361090629682","5.58670927727244","192.112239","21.149545325993","","","","","","","","","21.1765276555595",""
"Israel","ISR","1993","100","100","100","0.0006496296682019","480810.699452196","0","0","0.0006887215339891","3.03504001869992","0.117706172839506","27638.179","0.0324940011629736","4618.89374643604","4.17067076686527","61.7105516048434","0.0999423409571401","0","0","37.755141264655","99.4656928694984","0","0","96.3786070577779","5.23894714268273","1.08932461873638","2634.6740163467","","","97.1197718494021","0.602703768485312","7.37638188316411","","","","100","0","0.0004388175521353","8.28402366863905","140","0.0010272353428054","1.18220396819993","1.87281062576778","","","0.0999423409571401","5.89105589727046","","","0.0039882481645671",""
"Kyrgyz Republic","KGZ","1978","","","","","15045332.6805215","","0","","","","","","","","","","","","","","","","","","11.8736302842855","","","","","","","","","","611.61425803263","","","2.25875285181377","51.825803472","","","","","","","","","","",""
"Cambodia","KHM","1993","","","","","0","","0","","","0","1386.126","","","","","","","","","","","","","11.9221201939403","9.07142857142857","","","","","","","","","","1270","0","0","7.01219512195122","230","0","","","","","0","","","","5.47129623387332",""
"St. Kitts and Nevis","KNA","1973","","","","","","","0","","","0","29.336","","","","","","","","","","","","","","10.4977362022406","","","","","","","","","","2.61613034122417","0","","9.34966925745237","0.781248546","","","","","","","","","","0",""
"Korea, Rep.","KOR","1998","100","100","100","0.0001382218102755","522989.863539338","0.0120771626834161","45696360.4452415","0.0122153844936916","15.2631517689428","7.82397626275057","188432.462","0.184830683487661","4436.17440704043","5.81018100699314","37.1742360079419","1.98038589524643","12.5686701933179","41.5094252299034","6.7371996908395","56.4801058920993","0.0296201676316362","64000000","82.6810792266207","8.08421696777499","15.6273478587528","3377.63507431097","176.063160964196","","84.1519746753265","3.47342864967623","19.5057360125689","4.43196316453181","5.67977988423915","","4160","0.0169324174827191","0","9.44755804643715","1180","0","1.66622373829104","6.73781832141825","0.41","0.93","2.01000606287806","0.948920714404801","","","0.0365629244086169",""
"Korea, Rep.","KOR","2009","100","100","100","0.006021587190177","56752194.7341087","0.0006491445662124","6118051.21619253","0.0066707317563894","17.1453914666384","13.8244483145854","165488.043","0.236957594805235","8877.57493307098","3.71283840629124","46.2419964753496","0.62279155855082","15.5593832747368","32.7161505149709","4.38610862653761","66.1874883766239","0.414899175515192","1874000000","80.6620095002273","6.79668710182169","","4649.76574209758","143.671061826168","","81.6556380484376","6.54303385353397","28.373378721278","6.35083272040585","6.96034390843389","","5840","0.0023554680230567","0.0041589429962658","","2150","0.0011451483710839","1.90648873980115","7.09121257107646","","","1.03769073406601","1.2069000005722","18","","0.0357718125368799",""
"Low income","LIC","1973","","","","","","0.0678907543466466","","","2.03162468803093","0.258780036968577","29765.1177284395","55.1374518457347","","9.57083333333333","17.3484544404339","40.3072322076519","0","0","10.2111277888193","27.5595822292532","0","0","4.05903479281826","","10.4120780558625","","","","42.8072667768049","","","","","","28789.2171532004","2.94099797021405","","1.52986978991447","3171.295716885","","","","","","","","","","6.04467901824907",""
"Morocco","MAR","1965","","","","","","","","","","0.516351118760757","3072.946","","","","","","","","","","","","","","","","","","","0.585470500109681","5.23860313053313","","","","","","","","","","39.3834153847136","1.86001339046351","","","","","","","",""
"Moldova","MDA","1969","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","","","",""
"Middle East & North Africa","MEA","2008","94.8068003886904","87.6097257367762","99.252430638998","11.7713135247554","","0.187217174458163","","12.0651522738486","0.426376029691672","40.5618992847477","1047764.576","0.709996235527152","2415.22178369694","13.8556401531554","4.61643103254219","2.70079037581663","63.4357537553656","0","24.5852562250344","92.6374410129422","0.143551313066267","1474000000","-166.559112198685","","58.854196949435","2044.85416849011","134.676744244212","","98.7090694730625","74.3037376854955","12.1488138337316","8.34910997669467","7.42518692155698","","303670","0.574435012338062","1.43606601063995","14.0187767751344","15380","32.4549511960781","1.42368330144036","4.16193534020273","0.455","0.45","2.85276518714934","1.99783239836092","","","34.509538691538",""
"Mexico","MEX","1986","","","","2.18837610969172","2779916055.90248","0.0855741031864789","108705639.018816","2.2739502128782","4.39027640174739","16.4577290325793","219737.641","6.97317709977137","1095.63119316904","11.0651265262421","6.52397718615521","20.6065847180184","8.62416867420265","0","60.7511273086664","75.8992731690242","3.49414211295736","3394000000","-72.3211958857288","","30.1666000425761","1361.72047345134","","","88.7477208157717","32.4748555076834","3.25672879909558","","","","29332.7047175992","0.183110119935462","0.216219784301513","4.80621368981807","1927.025906","4.80181773209873","5.1312077621222","3.28388352368765","","","","","","","5.36929213962845",""
"Marshall Islands","MHL","2011","89.919606785433","82.569609474739","92.4970404961668","","","0","0","","","0","139.346","","","","","","","","","","","","","7.90094498027176","","","","","","","","","","","0","0","","","0","","","","","","0","12.0598001480103","67","","0",""
"Middle income","MIC","1979","","","","6.0625478547923","","0.315917953759612","","6.51306917888575","2.21440904185679","12.1489695440112","3175170.78063024","33.5117063411919","331.625124632078","10.6678211155206","18.5187870923345","18.9315761453367","3.46118104311124","0.614081343122222","13.3122786114198","35.2922467468656","0.321881186517207","6214000000","-35.184982397186","","27.7109674126995","566.606975189322","","","64.209185405777","","","","","","1048049.31734043","0.650901197562299","0.146288017360467","5.99916714140148","81566.4837786688","9.03931110925122","","","","","","","","","11.8127954550317",""
"Montenegro","MNE","1979","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","","","",""
"Northern Mariana Islands","MNP","1983","","","","","0","","0","","","","","","","","","","","","","","","","","","1.82295478647965","","","","","","","","","","0.0616953526117028","","","4.31499590167547","0.012141677","","","","","","","","","","",""
"Northern Mariana Islands","MNP","1973","","","","","","","0","","","","","","","","","","","","","","","","","","2.0357913715427","","","","","","","","","","0.0546168216531591","","","5.07420421268606","0.010748599","","","","","","","","","","",""
"Namibia","NAM","1993","27","9.18226464800872","71","0","0","0.0902636187632458","2955662.87457225","0.0902636187632458","14.9901741396686","0","1151.438","19.8668506329496","1076.45949001285","16.7952013710368","14.8243359040274","82.8620394173093","0","0","2.31362467866324","17.1379605826907","0","0","63.0231541169995","3.60873870141445","3.36322869955157","511.734951752237","81.853692815644","","58.7539802814282","","","8.24490325593349","12.216919794349","","150","0.165466519872362","0","0.884955752212389","30","0","","","","","82.8620394173093","39.24139909079","","","0.487981377796839",""
"Niger","NER","1977","","","","","","0.0164447639136409","212294.214362422","","","0","348.365","","","","","","","","","","","","","","13.4983894105829","","","","","0.049175399716336","7.33085413107991","","","","632.238913051822","0.0326852863530599","","3.28419247218379","71.22543818","","74.5379354903697","3.9606970378368","","","","","","","5.26028447804167",""
"Niger","NER","2018","17.6","11.6982026139574","47.63","0.899839043964611","120632324.574364","0.321873441774705","43150318.6713923","5.30153604102431","","","","","","","","","","","","","","","","","","","","","","14.4108410269311","3.54257208675481","","","","4700","0.420781415978087","0","","280","1.63462688748582","14.4803182506024","0.980571428920422","","","","77.9660034179688","68","","6.67374351778569",""
"Nigeria","NGA","1997","40.3999824523926","18.6585470745314","84.0522232055664","8.91173794639982","4653858869.10576","0.0000196678960599","10270.9048521766","8.91175761429588","0.332272719947463","12.7778752693321","29317.665","77.7734297884427","82.0041583617699","42.2721350127195","0","34.7024880560898","65.2975119439102","0","0","65.2975119439102","0","0","-137.666496613714","10.3720944293882","42.5700842971966","700.051801702487","236.408268130877","","19.1958740587494","96.2170542738149","0.889483675030676","3.12424737713771","4.22997049936677","","43430","0.0000240743300321","0.0975197155853877","13.647851727043","3240","13.9896773383302","0.0146418597282077","3.28050511272031","","","34.7024880560898","85.5512891742555","","","18.0618504765449",""
"New Zealand","NZL","2018","100","100","100","0.477232261164172","967096860.28136","0.0492855296295289","99875647.2283515","0.526517790793701","","","","","","","","","","","","","","","","","","","","","","1.81397551338087","12.1304781611018","","","","950","0.101449819228334","0.33446405670293","","250","0.187201874317668","3.01806423024528","1.98367274442096","","","","31.0396003723145","58","","1.7008292427625",""
"Oman","OMN","1991","100","100","100","25.4756529526948","2843063522.54562","0.0302251633796357","3373105.27927152","25.507419026772","0","27.7188757763975","5500.5","0","2154.44293128858","11.7837837837838","0","0","81.1243243243243","0","18.8756756756757","100","0","0","-576.331106624321","3.63043226409175","71.1678832116788","3083.73601526275","114.391328650209","","99.9999657525978","87.4025076668562","1.72476032007871","7.83054281963748","8.74192136589167","","1950","0.0535603409156331","0.244295972587667","3.57142857142857","10","33.2980238159298","1.01996366588822","0.667952907315802","","","0","0","","","33.5976116450776",""
"Panama","PAN","2012","89.7510986328125","72.3730945707495","98.8071365356445","0","0","0.125534677310456","47315777.3637932","0.125534677310456","9.55207106504567","0","8019.729","6.63359546904434","1955.37356439963","13.8323840520749","7.76473323259328","62.6293153551087","0","0","29.3037312565384","37.0684644891317","0.302220155759619","26000000","80.4692570562442","2.46725248400315","","1072.21833988174","42.5546974879508","","80.5543435674598","0.009301060797483","0.0093321869383011","17.4213566045144","23.4991683417123","","510","0.152385822639332","0","","110","0","0.0403278437443285","0.0696380912796759","1.02","1.05","62.9315355108683","21.2525005340576","35","","0.260231359761069",""
"Peru","PER","1964","","","","","","","","","","5.38116591928251","10861.654","","","","","","","","","","","","","","","","","","","1.43990456532174","3.51155412653262","","","","","","","","","","40.5548620661115","1.1904429407428","","","","","","","",""
"Palau","PLW","1965","","","","","","","","","","0","66.006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Palau","PLW","1968","","","","","","","","","","0","77.007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pre-demographic dividend","PRE","2005","26.4486871035739","12.5597028547921","61.1107379278291","9.86359179486537","","0.141712414137736","","10.4015591434704","1.50963677876587","15.0444620143185","192792.977845107","60.7100451352744","188.059291953391","20.9051858307913","0.163988469417043","43.8360247178431","23.7951082809464","0","12.8841545367102","36.8432512870736","0.99460913544104","1304000000","-114.876479439597","","31.2729702639492","538.941686157991","168.554531121219","","26.8720092658952","","","5.30958176990636","5.93279808823906","","196560","0.32404173589364","0.260073318056047","9.03416557161629","33000","19.7517123182148","","","","","52.6754196866957","77.7534376370892","","","23.1021213033825",""
"Pre-demographic dividend","PRE","1967","","","","","","","","","","2.57232704402516","32995.333543636","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Paraguay","PRY","1972","","","","","0","","0","","1.17626274427113","0","678.395","83.3573638948886","88.943684016589","11.1538461538462","0","73.8461538461539","0","0","12.6923076923077","12.6923076923077","13.4615384615385","35000000","15.4663733608403","","3.93413511828488","540.503452054541","","","15.4663733608403","0.207901884466541","13.0671861613599","","","","374.592609422613","0","0","1.23912864711839","68.65822247","0","0.002900821605505","3.02970248443581","","","","","","","1.88205383239787",""
"West Bank and Gaza","PSE","2003","99.1","97.5080598881439","99.7","0","0","0","0","","","","1279.783","","","","","","","","","","","","","2.82286206654","","","","","","1.35597857111999","23.6505591945199","","","","","0","0","","","0","2.9462773249326","2.20439317923776","","","0","21.6842994689941","","","0",""
"Post-demographic dividend","PST","2008","99.9709108757067","99.8718671621759","99.9967812199483","0.675900919171733","","0.081067969572076","","0.761565241689804","14.0776815967659","23.9057401221552","5000563.222","3.01918543262842","9273.56861550434","6.01798542216812","36.0331897282235","11.9439662273858","21.3983103540893","22.7460225850776","3.07722570843001","60.5087257907429","3.91075358737419","407432000000","31.2061528350896","","35.4226964163553","4956.09046877759","112.610045448086","","81.219093802584","8.98715590235808","18.4704493841075","7.59210514608719","8.88020243683328","","538510","0.181650561761562","0.335061606382753","15.1415863602669","102130","0.50088476580425","3.98114176775967","3.92202620256169","1.375","1.37","15.851298012472","9.02834678270761","","","1.43444048640699",""
"French Polynesia","PYF","1997","100","100","100","0","0","0","0","0","","","451.041","","","","","","","","","","","","","","","","","","","0.0130218635202586","6.31547346478079","","","","","0","0","","","0","0.0359168279834117","0.871072434878614","","","35.1744186046512","8.26482167115524","","","0.0020804446430594",""
"Rwanda","RWA","1998","2.17412757873535","","29.5376358032227","0","0","0.0012080382665862","23799.3625153787","10.4979035460605","","0","458.375","","","","","","","","","","","","","13.2973882560451","61.4349775784753","","","","","","12.8788451219797","","","","1370","0.0014882683675415","0","7.77777777777778","70","0","8.61258072307645","2.78759298263123","0.72","0.72","96.9230769230769","90.8049706032367","","","10.8736273118208",""
"El Salvador","SLV","1970","","","","","","0","0","","","0","1349.456","","","","","","","","","","","","","","14.858156666913","","","","","0.481332013525114","2.45441226872531","","","","332.662241246849","0","","6.47396921749371","73.95960191","","1.03366430736348","2.36675075803972","","","","","","","0.665403519489661",""
"El Salvador","SLV","1986","","","","0","0","0","0","0.286123203088174","18.7136034678302","0","1771.161","53.7061338563158","301.059164522836","15.1406343506882","0","73.6684619988031","0","0","4.00957510472771","4.00957510472771","22.3219628964692","373000000","27.580262675854","","14.9583912698364","455.633854482873","","","27.2482214427209","1.08999617927698","22.1262872916997","","","","358.410534020914","0","0","6.81744495252595","81.0656789","0","1.11065150293855","1.46495318114539","","","","","","","0.308831582836903",""
"Somalia","SOM","1977","","","","","","0","0","","","0","799.406","","","","","","","","","","","","","","7.75973099719152","","","","","0.255163100720116","4.36233732084846","","","","845.174380752106","0","","2.26509396931868","79.14050326","","0.0725415309830497","0.386959302910438","","","","","","","14.2510557419764",""
"Sub-Saharan Africa (excluding high income)","SSA","1995","","","","2.86809998169559","","0.239685866238648","","4.71600000231947","1.91210304954758","3.56974935177182","125752.46435421","49.2008070589444","506.278036263048","9.14824622605607","64.2337172442491","15.7221210500598","2.81938276677923","4.0356991320294","3.01793587866387","70.0710358896922","0.266046885528882","745000000","-55.6676079526732","","24.016545949897","682.902875341361","232.266941232566","","39.6513645014046","","","2.89849719889636","4.30539100697379","","144570","0.49381495797314","0.0162714714714747","12.3311849811462","46110","3.24267802312267","","","0.46","0.56","18.6589056538697","73.495322980359","","","9.81486652908902",""
"Eswatini","SWZ","2019","77.1696395874023","72.9422153574225","90.570442199707","0.010466159043377","420603.772523266","0","0","0.010466159043377","","","","","","","","","","","","","","","","","","","","","","0.8345161150458","16.000778926062","","","","","0","0","","","0","0.191500644926506","0.851469722269637","","","","","125","","2.96641515864496",""
"Chad","TCD","1990","","","","0","0","0","0","0","","0","377.701","","","","","","","","","","","","","6.78309637147529","3.9647577092511","","","","","","","","","","360","0","0","1.17252931323283","70","0","","","","","0","98.1635270998423","","","7.51734818729523",""
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","2010","96.0572676402146","84.7845905160012","99.1442686132352","1.94989903057199","","0.815734762472068","","2.79519016732058","7.57206983260652","26.9667833851581","967013.569","13.0332045334791","2000.34529081166","15.2505457920856","5.28451133169262","54.0407302158054","23.5294270236999","2.03901192187012","10.5926865307554","39.406624886148","4.29602722188818","58094000000","-29.367732560307","","","1336.16821415044","86.1071367577146","","73.2267414577359","20.1671312041791","12.1681980912744","10.0007521744304","11.6134392299417","16017226000","142720","1.7250269085117","0.147015294911741","","17180","3.01570672974373","13.1212394729604","2.45306440460719","0.975","1.03","58.3403103483383","28.9510717300398","68.3571428571429","","5.34768319696825",""
"Trinidad and Tobago","TTO","1993","","","","10.6165214995791","461146388.911802","0","0","10.6165214995791","0","88.4255733761026","4121.708","0.277696679842175","2816.0066902272","8.25255436206445","0","0","99.1878438564318","0","0.0785957558291852","99.2664396122609","0.733560387739062","28000000","-85.1201784619572","17.7727327037794","5.12820512820513","5034.23997169519","451.030782605868","","99.1116355189897","56.4877480289832","15.0494656407062","1.68070475128369","2.21714357104945","","40","0","1.5085668797006","4.34782608695652","10","11.0965576787549","0.117752423032233","2.21806336154171","","","0.733560387739062","1.3508532540921","","","12.6558867810776",""
"Tunisia","TUN","1968","","","","","","","","","","0.611620795107034","3006.94","","","","","","","","","","","","","","","","","","","19.8846871425487","2.99211741730167","","","","","","","","","","20.9217719209838","4.73834930224565","","","","","","","",""
"United States","USA","1979","","","","3.63590458284459","95049817604.7233","0.0687987269074598","1798536318.81481","3.70470330975205","5.24608154657353","20.7238997794622","2422302.856","2.81669954835829","9700.69538557242","8.71891452296366","47.6674423424023","11.9754812445676","14.9355225725029","11.4619757143287","13.7634484246267","76.366413339532","0.196129701571792","4628000000","18.5741089628757","","40.2262492672594","8327.04170536091","","","91.8029261569988","3.24108226102482","29.2897426386137","","","","241406.973890155","0.109963325129541","1.84723206796664","16.0547541220459","62694.440982","2.38939574932165","3.95763854259628","4.68664944732169","","","","","","","4.94338186348096",""
"St. Vincent and the Grenadines","VCT","1985","","","","0","0","0","0","0","","0","66.006","","","","","","","","","","","","","","7.76081489131092","","","","","","","","","","2.26410133231659","0","0","3.43664044460784","1.144653173799","0","","","","","","","","","0.0194525128565794",""
"British Virgin Islands","VGB","1965","","","","","","","","","","0","7.334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virgin Islands (U.S.)","VIR","2003","100","100","100","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","0","","","","","0","0","","","0",""
"Kosovo","XKX","1978","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","","","",""
"Aruba","ABW","1979","","","","","","","0","","","0","10201.594","","","","","","","","","","","","","","8.27208385792847","","","","","","","","","","1.03282757424937","","","25.2511616869747","1.532186201168","","","","","","","","","","",""
"Argentina","ARG","2019","100","100","100","1.59112508171221","6810015349.72827","0.0378223227760518","161879541.481502","1.62894740448826","","","","","","","","","","","","","","","","","","","","","","3.59778808100214","8.5363177510911","","","2060400000","","0.0533051968560682","0.344565692508551","","","1.53257384605461","0.440474605599592","3.15470206136797","","","","","92","","2.07118408606953",""
"Armenia","ARM","1987","","","","","0","","0","","","","","","","","","","","","","","","","","","3.84447557076226","","","","","","","","","","63.3023658530572","","","2.20131936374749","18.0873871","","","","","","","","","","",""
"American Samoa","ASM","1985","","","","0","0","0","0","","","","","","","","","","","","","","","","","","0.0215883336336124","","","","","","","","","","0.0017655414188908","","","0.0368310884302328","0.0003474604","","","","","","","","","","",""
"Antigua and Barbuda","ATG","1963","","","","","","","","","","0","84.341","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bahamas, The","BHS","1972","","","","","","0","0","","","0","5999.212","","","","","","","","","","","","","","31.777554328359","","","","","","","","","","32.7728273299232","0","","22.1657808771203","9.617062916","","","","","","","","","","0.893551077349997",""
"Bosnia and Herzegovina","BIH","2003","100","100","100","0.0160343133240148","1427559.47098618","0.0014119027066571","125703.860232083","0.0174462160306719","5.63064169680035","2.49237550471063","2852.926","4.14791149552092","2233.54603808059","17.1311911947453","58.8318835434049","39.9520681697142","0","0","1.21604828688088","60.0479318302858","0","0","20.8159610494091","6.83155398915714","27.0440251572327","1169.2715843664","144.170895580814","","88.8766992747685","4.48109797542237","5.29593312843418","4.5956580334877","6.93621272151603","","860","0.020007104644614","0","14.2857142857143","110","0","14.1458087590531","1.89583248181766","","","39.9520681697142","20.1404991149902","","","0.832901263917234",""
"Bolivia","BOL","1973","","","","","12197832.884546","","24261261.2691439","","7.00541127627176","3.39342523860021","2181.865","19.1240051322063","173.843418898284","28.9496157130658","0","83.0059777967549","4.35525192143467","0","11.6140051238258","15.9692570452605","1.02476515798463","12000000","-282.703274840373","","15.0685392205585","249.325103073267","","","73.870583591522","18.6190469965337","","","","","1907.82775071492","2.71394460159081","0.130642464798846","0.402818320397663","35.79816202","1.16129477339784","69.8443598940585","","","","","","","","4.8198169531327",""
"Colombia","COL","2017","98.5","92.740339650502","99.9","2.88835514291919","8843710194.34713","0.164913177971667","504939413.972548","3.05326832089086","","","","","","","","","","","","","","","","","","","","53.6","","54.1370625365329","8.06876999807449","","","","17200","0.217044915287851","0.103101508413077","","550","2.66064308600313","1.24583664967657","1.71678468509736","","","","32.5289993286133","106","59.6","3.84787064911711","1.9"
"Cabo Verde","CPV","1972","","","","","","","0","","","0","47.671","","","","","","","","","","","","","","1.75465413990602","","","","","","","","","","0.829507480678152","","","3.27606570306025","0.63355661","","","","","","","","","","",""
"Caribbean small states","CSS","1962","","","","","","","","","","13.8940809968847","9948.571","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cayman Islands","CYM","2005","100","100","100","","0","","0","","","","473.043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","",""
"Germany","DEU","2009","100","100","100","0.0786158984692704","2731430776.41633","0.0000234248939451","813874.515227128","0.0786393233632155","13.8504612520086","22.6740454087605","259440.25","3.52004481264179","6817.15839823657","4.23804083625158","44.1135590864558","3.22577911269463","13.919107202788","22.8711485068631","1.70620001830614","59.7388663075499","12.8527745666699","75827000000","59.3175464598352","4.06809836556386","","3790.50115157318","84.2743352196265","","79.9674688538157","2.02575846515116","11.4409892922137","9.71980081903238","11.8660087604834","","11420","0.00023568442909","0.0416772226509717","","5050","0.0170888919665281","2.56724511955079","3.56968815520678","","","16.0785536793646","10.7170000076294","28","","0.159864137552238",""
"Denmark","DNK","1985","","","","0.339920110001287","204747723.94682","0","0","0.339920110001287","0.043270355992592","2.14259553168111","29589.023","4.821139436818","5351.12504842393","7.68597309909415","93.5629975295086","0.102937139720011","1.00878396925611","0","5.0267636563272","99.598545155092","0.298517705188032","87000000","74.203271810946","","5.63443238627073","3774.10113360389","","","94.9150362647657","5.47945775312831","17.2203969934297","","","","456.336623066737","0","0.0642705628795744","5.78251980122847","472.19813831","0.433828617961103","1.48094345521","2.4386673653243","","","","","","","0.538724649412072",""
