"Country Name","Country Code","Year","average_value_Access to electricity (% of population)","average_value_Access to electricity, rural (% of rural population)","average_value_Access to electricity, urban (% of urban population)","average_value_Adjusted savings: energy depletion (% of GNI)","average_value_Adjusted savings: energy depletion (current US$)","average_value_Adjusted savings: mineral depletion (% of GNI)","average_value_Adjusted savings: mineral depletion (current US$)","average_value_Adjusted savings: natural resources depletion (% of GNI)","average_value_Alternative and nuclear energy (% of total energy use)","average_value_CO2 emissions from gaseous fuel consumption (% of total)","average_value_CO2 emissions from liquid fuel consumption (kt)","average_value_Combustible renewables and waste (% of total energy)","average_value_Electric power consumption (kWh per capita)","average_value_Electric power transmission and distribution losses (% of output)","average_value_Electricity production from coal sources (% of total)","average_value_Electricity production from hydroelectric sources (% of total)","average_value_Electricity production from natural gas sources (% of total)","average_value_Electricity production from nuclear sources (% of total)","average_value_Electricity production from oil sources (% of total)","average_value_Electricity production from oil, gas and coal sources (% of total)","average_value_Electricity production from renewable sources, excluding hydroelectric (% of total)","average_value_Electricity production from renewable sources, excluding hydroelectric (kWh)","average_value_Energy imports, net (% of energy use)","average_value_Energy intensity level of primary energy (MJ/$2011 PPP GDP)","average_value_Energy related methane emissions (% of total)","average_value_Energy use (kg of oil equivalent per capita)","average_value_Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)","average_value_Firms using banks to finance investment (% of firms)","average_value_Fossil fuel energy consumption (% of total)","average_value_Fuel exports (% of merchandise exports)","average_value_Fuel imports (% of merchandise imports)","average_value_GDP per unit of energy use (PPP $ per kg of oil equivalent)","average_value_GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent)","average_value_Investment in energy with private participation (current US$)","average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Mineral rents (% of GDP)","average_value_Natural gas rents (% of GDP)","average_value_Nitrous oxide emissions in energy sector (% of total)","average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Oil rents (% of GDP)","average_value_Ores and metals exports (% of merchandise exports)","average_value_Ores and metals imports (% of merchandise imports)","average_value_Pump price for diesel fuel (US$ per liter)","average_value_Pump price for gasoline (US$ per liter)","average_value_Renewable electricity output (% of total electricity output)","average_value_Renewable energy consumption (% of total final energy consumption)","average_value_Time required to get electricity (days)","average_value_Time to obtain an electrical connection (days)","average_value_Total natural resources rents (% of GDP)","average_value_Value lost due to electrical outages (% of sales for affected firms)"
"Greece","GRC","1962","","","","","","","","","1.87832792435568","0","5907.537","0","305.389304485328","12.3003737682637","42.4396873938158","21.9503907577302","0","0","35.609921848454","78.0496092422698","0","0","86.9825816156068","","","350.101257860667","","","98.1245797040102","0.235931211274031","7.29574286245445","","","","","","","","","","7.01874274461322","2.57068124636824","","","","","","","",""
"Guatemala","GTM","1992","","","","0.131803130004594","13575514.359003","0","0","1.23111703162115","2.12621133187194","0.379606625258799","5302.482","62.262518041869","260.895395091499","11.8503118503119","0","50.1386001386001","0","0","37.2487872487872","37.2487872487872","12.6126126126126","364000000","24.8944661707509","3.90053850052041","28.8888888888889","501.255598380353","87.4693014669282","","30.9475040922774","","","7.22484131055584","11.4325824401158","","1820","0","0","11.8705035971223","330","0.183381615713469","","","0.25","0.32","62.7512127512127","72.2855410082324","","","1.51996397941885",""
"Hong Kong SAR, China","HKG","2007","100","100","100","0","0","0","0","","0.000633549465728","","11741.734","0.383287453369105","5907.34930526438","12.885089340727","73.2260217703841","0","26.4838775929349","0","0.28753337440953","99.9974327377285","0.0025672622715137","1000000","99.5460419031544","1.87623124643548","","2058.5975160129","41.9745471767686","","95.343126272047","1.51790804437086","3.0635433514558","21.9542869444962","23.8239615972192","","","0","0","","","0","4.05180716116548","2.4462621470125","","","0.0025672622715137","0.119000002741814","","","0.0009027253796185",""
"Honduras","HND","1971","","","","0","0","0.237488020666449","1677852.86600846","0.237488020666449","1.4981931266827","0","1250.447","71.3663129706149","126.513290149654","9.46291560102302","0","61.8925831202046","0","0","38.1074168797954","38.1074168797954","0","0","27.1354939027024","","9.25448493261489","496.453875362966","","","27.1354939027024","1.63511606779475","9.02184903372819","","","","245.73341296723","0.467467633475844","0","3.20329033278587","59.0108095","0","5.41845502481789","0.788869873058126","","","","","","","4.18771320214938",""
"IDA only","IDX","1963","","","","","","","","","","5.09487912659215","32204.352416229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Israel","ISR","1991","100","100","100","0.0013883941168987","916414.590044329","0","0","0.0015751723543727","3.29918064315079","0.138096755504056","24062.854","0.0263644103929497","3981.20832491412","4.9595612159524","52.9143813330854","0.0278888165845496","0","0","46.6115087849772","99.5258901180626","0","0","96.191607459746","4.84805904603968","1.16144018583043","2324.53930086886","","","97.0255851260567","0.575536912670057","7.77363275234501","","","","100","0","0.0004423302495797","7.45341614906832","120","0.0015560226789885","1.56348902786493","2.26475076516679","","","0.0278888165845496","6.02540083931582","","","0.0054812657139089",""
"Kazakhstan","KAZ","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265480000","","","","","","","","","","","","","","","",""
"Korea, Rep.","KOR","1966","","","","","","","","","","0","6530.927","","","","","","","","","","","","","","","","","","","0.603301748029889","5.7628989581934","","","","","","","","","","11.303411445523","4.00496993590567","","","","","","","",""
"Korea, Rep.","KOR","1989","","","","0.0073661449750704","18135522.5900731","0.022735678246717","55975467.2001998","0.0301018232217874","16.1568859122416","2.30113813048075","117369.669","0","2095.19471324651","5.07604461283953","18.8665350338865","4.89673942046","9.76039276375474","50.5523240300977","15.9240087518011","44.5509365494423","0","0","72.2431916265603","","30.3796441481861","1857.29832087125","","","83.8431153561416","1.10112394136407","12.410760459225","","","","9781.57706354466","0.0547579736499587","0","13.2410269315787","1273.8665018","0","1.06046328325605","7.72788665294782","","","","","","","0.109872096080721",""
"Kuwait","KWT","1998","100","100","100","4.89619252627678","1557288006.74819","0","0","4.89632111502687","0","45.1089721734771","32115.586","0","14573.5863441029","10.9991995731057","0","0","41.832310565635","0","58.167689434365","100","0","0","-599.383538316259","5.04051442747484","68.1697612732095","9168.63385871278","153.51212617198","","","89.1260952465855","0.437902738161996","6.41745163679047","6.51414337704956","","2570","0","0.450157684763204","18.1818181818182","60","29.1271923898062","0.345006218017442","2.06894873007135","0.13","0.17","0","0","","","29.5778058162017",""
"Kuwait","KWT","2003","100","100","100","7.93176849369423","4063886836.10396","0","0","7.93205366973997","0","38.0542710767571","37326.393","0","16387.6637309137","10.9994472639566","0","0","24.619365861012","0","75.380634138988","100","0","0","-452.011901700969","5.25359997089513","68.287037037037","10131.4468830408","160.794597061331","","100","93.4376463361072","0.535608873328874","6.71878848378928","6.21911443715099","","2950","0","0.438986878720136","17.5","70","40.3941433996482","0.167306428093533","1.11007429818849","","","0","0","","","40.8335463602418",""
"Latin America & Caribbean (excluding high income)","LAC","1985","","","","2.6280794149766","","0.229181557634703","","2.86610710307059","7.79267312434129","13.4277543238458","515664.541","24.4048041666379","993.166564138667","12.4361237233874","3.18124977743232","65.7746329688311","6.27851417236872","2.22027252511624","20.4402458803447","29.9000098301458","1.8085985114946","7451000000","-17.3216891988248","","14.4331367879063","984.969212276776","","","67.8265551918698","32.0068261388348","19.1504008422768","","","","88799.3083519306","0.5805329676841","0.100612399494032","3.39346225435371","9544.77584779335","4.11963299630528","7.03116378749762","3.81095109323589","","","","","","","5.19733060305828",""
"Latin America & Caribbean (excluding high income)","LAC","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.975","","","","","","10434860000","","","","","","","","","","","","","","54.2583333333333","","1.86666666666667"
"Lao PDR","LAO","1989","","","","0.0005578835878777","3983.55002467919","0","0","0.0005578835878777","","0","231.021","","","","","","","","","","","","","","8.66440452257933","","","","","","","","","","509.33095477666","0","0","4.62883347606589","103.71691545","0","","","","","","","","","7.80235253332093",""
"Libya","LBY","1998","","","","","2031600630.0339","","0","","0","25.5587142857143","31118.162","0.87330647994468","2097.07022087164","19.441159077469","0","0","20.6978119455943","0","79.3021880544057","100","0","0","-430.277119382001","5.69383156451431","96.6777408637874","2941.33822252036","","","99.1266869778947","","","","","","66930","0","0.287135341955101","26.241134751773","370","18.4840820829844","","","0.17","0.22","0","2.14799280796174","","","18.8372525238407",""
"St. Lucia","LCA","2007","92.789794921875","92.2272481077939","94.8953704833984","0","0","0","0","0","","0","385.035","","","","","","","","","","","","","3.01777473185114","0","763.522702870368","53.9944562006236","","0","0.0098846095276121","21.2586640118791","15.678994177252","18.5204198794848","19000000","0","0","0","0","0","0","3.16042707918615","0.690507433540957","","","0","16.2600002288818","","","0.0107765868852307",""
"Liechtenstein","LIE","2018","100","100","100","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","0","","","","","","","56.7998008728027","52","","0.0031128663347374",""
"Luxembourg","LUX","1987","","","","0","0","0","0","0","0.324159345405943","9.05245346869712","3600.994","0.821434586776635","12275.1180040459","5.36332179930796","60.2076124567474","19.2041522491349","10.5536332179931","0","2.42214532871972","73.1833910034602","3.80622837370242","22000000","98.8544060678174","","10.4357393141521","7942.94807821982","","","88.449217073343","","","","","","98.6822293876989","0","0","10.547799253578","38.1993191","0","","","","","","","","","0.0343015208292309",""
"Latvia","LVA","2011","100","100","100","0","0","0","0","0","6.45138067955436","37.3662658227848","3549.656","24.8906327760279","3264.05332015348","10.1083032490975","0.0328191663931736","47.3744666885461","49.4584837545126","0","0.0164095831965868","49.5077125041024","3.11782080735149","190000000","51.2518465129566","4.44840050006589","","2066.63756870509","90.6610942824819","","62.8938992715436","8.25566934190005","16.5089272891722","9.61910449615293","11.0300896753375","","240","0","0","","130","0","4.55521704910209","2.14033749352035","","","50.4922874958976","35.5353012084961","108","","1.18777712632745",""
"Maldives","MDV","2016","100","100","100","0","0","0","0","0.0067440133231263","","0","1444.798","","","","","","","","","","","","","","","","","","","0.0089596317976022","11.6336609763149","","","","0","0","0","","20","0","1.09072108953478","3.5912560981064","","","","1.21319997310638","91","","0.0066333016092457",""
"Middle East & North Africa","MEA","2004","92.4129877336722","83.1205149796714","98.8713498933399","9.12991937471457","","0.0223734749129852","","9.25739401881748","0.518113410938621","38.8645178301219","958773.82","0.881741592634444","2068.79521223201","11.4186436004534","6.29333764964603","3.96209501847953","59.2649442840562","0","27.3444713272608","92.902753260963","0.105942450177943","833000000","-205.26134633712","","57.7316706084713","1723.61484866332","127.577739767043","","98.4400494071723","71.3908512144715","6.01623684817001","7.96584814269937","7.83835802253589","","268510","0.0544545890585763","0.833646157140972","13.1160189024978","13600","24.9317216882526","1.15040683590081","2.9180469087204","0.19","0.31","4.07995245999435","2.45401752830582","","","25.8590430170549",""
"Marshall Islands","MHL","1986","","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","0","","0","0","","","","","","","","","","0",""
"North Macedonia","MKD","2019","100","100","100","0","0","0.407663538382106","48778615.8221674","0.407663538382106","","","","","","","","","","","","","","","","","","","","35.4","","2.07557754838235","10.2581045215244","","","","","0.561634419990545","0","","","0","4.8107128932597","17.4145966394855","","","","","97","19.9","0.695813778077415","1.9"
"Mali","MLI","1970","","","","","","0","0","","","0","201.685","","","","","","","","","","","","","","3.65333899664433","","","","","0.0905266180183986","8.94406200522253","","","","302.520946293428","0","","1.05248180805206","51.241581874","","0.747486946449206","1.60929989049422","","","","","","","4.07710094109536",""
"Malta","MLT","2000","100","100","100","0","0","0","0","","0","0","2115.859","0","4311.8586366631","12.2587376108503","0","0","0","0","100","100","0","0","100","2.86993106181074","4.54545454545455","1731.70856757595","63.0104725757742","","","0.0000003143834049","7.13647244847357","10.6042603019578","15.8703777185203","","10","0","0","20","10","0","0.35884992839498","0.700129238259174","0.44","0.81","0","0","","","0",""
"Malta","MLT","2010","100","100","100","0","0","0","0","","0.476909225400152","0","2559.566","0.194096539950439","4767.09737809644","6.5279091769158","0","0","0","0","99.9526963103122","99.9526963103122","0.0473036896877956","1000000","99.4177103801487","3.01906598643868","","2012.31580572631","61.2242751938399","","99.6724695817513","25.5753707614299","24.4303569654796","14.2843881830675","16.3333905845996","","0","0","0","","10","0","0.477892592123463","0.663770850587238","1.66","1.63","0.0473036896877957","1.22679996490479","","","0",""
"Mauritania","MRT","1968","","","","","","","","","","0","234.688","","","","","","","","","","","","","","","","","","","0.29101335567699","7.41024626889414","","","","","","","","","","89.6951031506995","1.07829666963554","","","","","","","",""
"North America","NAC","1977","","","","1.88810420688316","","0.119574426253864","","2.00767863313702","5.87756047632304","20.6898736565283","2679066.196","2.57300312658189","9576.91678550585","8.54056402868686","42.1729179341081","17.3262213623502","13.275639070803","11.4368415608104","15.5356711567886","70.9842281616997","0.209541212674713","5355000000","18.2957662985263","","38.2868665229017","8202.5057397307","","","91.5494491899118","5.63267928984141","26.4973661367626","","","","248565.098774158","0.193554428945853","0.834816470450646","15.547474538915","63169.19990228","1.49040849758086","5.13809841273921","4.19618351834045","","","","","","","3.20435095895425",""
"North America","NAC","1983","","","","1.83239253749223","","0.0538351143500237","","1.88622765184225","8.14328283645338","20.4662036686853","2122609.947","3.60461082401086","10105.636107541","8.30366800029403","49.743680095715","21.0420280986655","10.5692103398499","12.5925448475224","5.71158406743972","66.0244745030047","0.297784848342529","8511000000","10.0537444111226","","37.1142697010226","7187.11890279048","","","88.2555969391908","6.96850912158832","19.7712608546529","","","","245170.95419542","0.0777785552391483","0.571066722393261","16.9308839806027","66868.5130306033","1.71104708728954","4.35453729771046","3.78672810178839","","","","","","","2.84991837112274",""
"New Caledonia","NCL","1998","100","100","100","0","0","0.254678493367842","8044800.75166976","0.254678493367842","","","1492.469","","","","","","","","","","","","","","","","","","","","","","","","","0.465593096826127","0","","","0","","","","","24.9528598365808","8.03384831291323","","","0.483143359651897",""
"Nigeria","NGA","2002","44.5932235717773","21.996910512897","83.8910522460938","4.53743435310231","4051400352.88322","0.0001290923210728","115264.405928309","4.56217770733978","0.450422876596105","13.8188537916618","37605.085","75.8805760333862","104.66104491413","37.5307495938733","0","38.2176839173822","61.7823160826178","0","0","61.7823160826178","0","0","-106.177224402093","10.3371257669181","57.0472743226939","725.009243866603","209.657150993891","","19.7604588813106","94.0374634853667","1.30630459305145","3.83552667920287","4.76969182906209","462000000","52010","0.0002753827729941","0.425683853535623","14.3928035982009","3840","9.18085994902277","0.0285256210881831","2.17967538192834","0.19","0.2","38.2176839173822","84.5926971435547","","","11.5579228003217",""
"Nigeria","NGA","2006","47.7886161804199","23.8271455478623","83.8163070678711","8.22246860671277","19031808061.7834","0.0003058301284235","707877.473550378","8.440668419311","0.331593199276458","23.4656182212581","32005.576","74.8639521056186","111.75241630662","31.073128515794","0","27.1008221549113","72.8991778450887","0","0","72.8991778450887","0","0","-119.660553184761","7.12633577371535","58.001155401502","744.941108988212","180.355537644125","","19.6978106864415","98.238856362994","2.87051208236165","4.95453963334534","5.54460380347835","","60240","0.0014679650115755","0.73055879653873","14.4093178036606","4330","16.1468566257074","0.005746143025069","2.8517025618627","0.66","0.51","27.1008221549113","85.9664001464844","","","17.9744020195891",""
"OECD members","OED","1967","","","","","","","","","3.05432035110705","14.5301992869935","3459316.81914151","2.25161274588287","3319.4860196827","8.43354971461447","44.8801442366757","26.4008714835631","10.9281267725707","1.38026199361159","12.3497422877456","68.158013296992","0.225362578690047","6387000000","24.6854043326338","","","3397.79060602161","","","94.5663452541217","3.14571044373834","10.6545905610389","","","","","","","","","","6.74454795311429","8.93948007029619","","","","","","","",""
"OECD members","OED","1982","","","","0.80257141498415","","0.0430242875889016","","0.846174865297541","8.11552308580944","16.1424336114859","4861058.57852874","3.14436489351714","5176.76550776494","7.43168345546736","41.7676780214177","20.1136881667883","9.73797884119567","13.5912135574466","13.3575264886095","64.8631833512228","0.542985920116333","31303000000","22.2560628437259","","33.0824772971173","3786.4412479512","","","88.6382458937986","10.2324557956616","25.4795766407571","","","","604796.068445176","0.0893725631890019","0.102139891535592","10.2026165908106","105866.675706699","0.867032234881735","3.87842066982134","4.3673307048991","","","","","","","1.66360422432512",""
"Oman","OMN","1986","","","","22.4993152036145","1631789398.50865","0.0579250073810249","4201079.5483103","22.5588475005313","0","45.4511696992202","3744.007","0","1793.51516160853","11.9496855345912","0","0","77.7987421383648","0","22.2012578616352","100","0","0","-1422.77943846892","","90.7681895688052","1273.04923199119","","","","89.9949612528645","2.80666495211398","","","","4541.34129096333","0.100528322828034","0.394414792095958","12.7311534030911","41.11233175","31.1961794620487","0.981247627924548","0.507369578926173","","","","","","","31.6930486292823",""
"Oman","OMN","1988","","","","26.2791827495853","2121129874.09422","0.200914868211749","16216886.6960055","26.4818258759067","0","44.6830620020783","3997.03","0","1979.59739446368","11.9533527696793","0","0","81.0495626822158","0","18.9504373177843","100","0","0","-1422.47685792198","","90.9980000467594","1315.75353118581","","","100","87.9534284275738","1.39719503580368","","","","5091.66569541636","0.341589485545111","0.250516671923811","12.6833880796604","43.80985565","34.5753920640901","1.74177152870553","1.04116993137725","","","","","","","35.1694532612367",""
"Oman","OMN","1965","","","","","","","","","","0","25.669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pakistan","PAK","1976","","","","0.13559955414117","17660324.3210853","0","0","0.414850866792423","3.0427683943875","34.9871547848426","10538.958","60.4347582179241","107.911279843469","28.0232558139535","0.62015503875969","52.6744186046512","35.6782945736434","5.91085271317829","5.11627906976744","41.4147286821705","0","0","15.7074383332398","","10.8576326906289","299.104920388264","","","36.5224685306517","2.11750457209025","18.1894448308093","","","","6900.69874812151","0","0.153561743238688","8.76251553439493","1387.5322426","0.16251821214151","0.518924464972105","2.51694090163978","","","","","","","0.749082262644066",""
"Panama","PAN","2005","84.480583190918","61.6444908306062","97.5040588378906","0","0","0","0","0","9.01656640965048","0","5507.834","13.4495469819441","1455.15824470561","15.9601853440879","0","63.9093873348207","0","0","35.6958984039815","35.6958984039815","0.394714261197872","23000000","73.5119030258278","3.17260679296318","9.49074074074074","875.119736762294","53.6833347610286","","73.6624343805791","0.733227944121935","17.9460195940742","12.0297292724468","18.627754860079","","410","0","0","6.50406504065041","80","0","3.972499789476","1.04353422319931","","","64.3041015960185","22.7658004760742","","","0.0972217882047119",""
"Puerto Rico","PRI","2014","100","100","100","0","0","0","0","","","","","","","","","","","","","","","","","0.490594393138833","","","","","","","","","","","","0","0","","","0","","","","","1.62786988299978","1.6279000043869","32","","0",""
"Portugal","PRT","1999","100","100","100","0","0","0.0000143267383906","18196.6769647008","0.0000143267383906","2.31243886757797","7.16187911911268","40520.35","10.1563935007048","3795.2292796473","8.50072237498252","35.2588898727688","16.912895558559","18.8143729319103","0","25.6536328470895","79.7268956517687","3.17844992310202","1364000000","86.2044446365921","3.94490528417558","4.06698564593301","2390.49473136561","81.1087525071253","","86.5072368145243","1.82905338289175","6.75896711696801","7.41191826945381","12.3291256379779","","510","0.0001138990598089","0","17.3913043478261","720","0","1.49234686262156","2.12418921974804","","","20.091345481661","19.0173803217888","","","0.105529585672434",""
"Portugal","PRT","2005","100","100","100","0","0","0.0443661469919382","86319219.2489849","0.0443661469919382","2.3407833754253","13.1232335420803","39706.276","9.90722662837697","4682.99101332625","9.11925175370226","32.9652723651165","10.2429202390231","29.4578678444618","0","19.0330821858491","81.4562223954274","7.64051268727808","3529000000","86.3402366170609","3.94346602499655","3.65659777424483","2519.0049251047","81.0578167750318","24.4","84.1221274218628","4.06601200793367","14.1320533382575","9.02152960009149","12.3368731084308","","460","0.0784090479502274","0","17.2323759791123","660","0","2.82012959705461","2.67752210556143","","","17.8834329263012","18.0743999481201","","5.7","0.164345519098644",""
"West Bank and Gaza","PSE","1970","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","","","",""
"Post-demographic dividend","PST","1982","","","","0.750993108064848","","0.0322112698147756","","0.786441838018497","8.54470084569548","16.7080910303636","4749196.77484778","2.87577735067256","6038.40243948238","7.26695689832015","39.6606494494187","18.8581912996277","9.2967184907738","13.6201119359151","12.7285570386088","61.6859249788013","0.522201375521636","30229000000","26.3052026970371","","31.3032868510494","4275.32575000676","","","88.5309994269441","8.51875388681332","25.494147955717","","","","508372.855532836","0.0689759319001712","0.102755076285552","10.55590436581","104922.294876877","0.721621768176073","3.24751304335597","4.23248840936934","","","","","","","1.49177010839995",""
"French Polynesia","PYF","2000","100","100","100","0","0","0","0","0","","","568.385","","","","","","","","","","","","","","","","","","","0.0014267826892496","7.23134787815004","","","","","0","0","","","0","0.2364702444223","0.767843035829227","","","33.3333333333333","9.85000038146973","","","0.0009641992010966",""
"Qatar","QAT","1971","","","","49.5454232509721","176236868.854036","0","0","49.5456601177228","0","21.1137820512821","337.364","0","2637.90374582332","0","0","0","90.4761904761905","0","9.52380952380952","100","0","0","-2278.89631323217","","98.9138653243408","7754.03850502039","","","100","","","","","","5640.10816634004","0","0.0999335613218869","54.4507325129926","39.040445572","56.8200946554728","","","","","","","","","56.9202455376635",""
"Romania","ROU","2001","100","100","100","1.95052170522651","783507841.802976","0.0135942659626014","5460700.05615065","1.96411597118911","6.21763915686098","32.0760216767612","31979.907","5.76415161680729","2066.78393292599","12.6499090335276","37.1644451045186","27.7039319793562","14.9871904355252","10.1102736420005","10.0341588385995","62.1857943786433","0","0","24.6082405251581","6.34686906499755","58.3046964490264","1663.73928755551","128.767511005599","","86.5352964008196","6.206081416544","12.6919611183815","3.91976852507465","7.76593406357384","","20360","0.0220957457570745","1.62375614878487","5.2734375","540","1.31510323112155","4.88636183878211","3.00662639818267","","","27.7039319793562","13.3942003250122","","","3.51259400310799",""
"South Asia","SAS","1993","46.8398669330385","39.5803384393815","81.5780203860454","0.551831889587413","","0.0813193326838339","","1.0976284926398","1.86282915448094","8.6666691208953","237856.288","41.4005900981312","291.515822078167","18.621316748471","58.8579826160764","22.1597700708451","9.65458177287384","1.37234181016327","7.01302748620333","75.5255918751536","0.0230469616973985","99000000","13.3099404377511","","12.0852296235002","346.633693445697","170.780754474298","","55.2981945648877","2.0487220437895","24.5498478126403","4.1237690194772","5.85546072259855","1050700000","87630","0.205780656460882","0.0379867262781564","2.50359023456199","5230","0.731884020584466","3.40021372128059","4.72422706585157","","","22.7662676273514","58.1668525187479","","","1.97785598398578",""
"South Asia","SAS","2010","73.1936259646566","63.9637090937801","93.9140835207664","0.894818304057456","","0.709488680325367","","1.92372897145285","2.43887071885112","11.4041068926722","509867.014","26.2788113432054","570.90887414101","19.2043409572399","57.8379785771443","14.4371299060173","15.5371502024156","2.60616141411642","5.62950530616456","79.0046340857245","2.99964034216566","34168000000","27.3326813569599","","","515.196976172267","125.343303277775","","69.1891843096548","14.644830110005","29.2808821271085","7.85778600471455","7.97808876780505","35501140000","147920","1.23770626714341","0.18254988188964","","18780","0.72348858557535","6.43589595688928","4.29767951478156","0.825","1.12","18.1793324598707","42.9762156161756","118","","3.8632068135281",""
"Sudan","SDN","1969","","","","","","","","","","0","4096.039","","","","","","","","","","","","","","","","","","","0.231148383257914","9.58168506688672","","","","0","","","","0","","0.446248410103583","0.845517838809421","","","","","","","",""
"Solomon Islands","SLB","2015","55.1","51.5000578737072","67.6","0","0","0.0136258785320108","174811.306862566","3.97555517193233","","0","190.684","","","","","","","","","","","","","5.01783285753333","","","","25.6","","0.0004610491742689","16.02093313686","","","","10","0.245927821165017","0","","10","0","0.709884794452891","0.243760263288365","","","2.26263043702862","48.6451988220215","53","12","16.6772842352249","4.3"
"Sierra Leone","SLE","1975","","","","","","0.454180583374491","3026066.27002057","","","0","524.381","","","","","","","","","","","","","","25.224756985293","","","","","5.86990120775119","13.6634605627619","","","","648.70507539078","2.76108278286195","","10.5015829852207","83.153371854","","14.177173423583","0.806270790613468","","","","","","","10.7763851764468",""
"Sub-Saharan Africa (excluding high income)","SSA","2015","38.7284082399348","18.7508369146794","72.230056615404","1.63898608085098","","0.338648940875766","","3.37121152653398","","7.74511463936232","276874.801099271","","","","50.6520103126249","20.466940449184","9.52026583461656","","3.99756923995489","64.1698453871963","2.38928801018372","11206000000","","","","","","","","45.1625200204902","16.7010082189673","","","","290840","0.479023758244415","0.36252962183048","","60340","2.17035165791477","11.3067168853938","2.06428473480906","","","26.6374474267554","67.6246035056335","117.532727272727","","6.42497823316155",""
"Sao Tome and Principe","STP","2011","62.4895553588867","47.1684279839934","70.3597564697266","0","0","0","0","0","","0","102.676","","","","","","","","","","","","","4.97382476679434","","","","","","0","15.9663031007554","","","","10","0","0","","10","0","0.179058445587164","1.75808345071392","","","8.92857142857143","43.119701385498","89","","3.82178831711771",""
"Sao Tome and Principe","STP","2012","57.9","42.7665502973882","65.3","0","0","0","0","0","","0","113.677","","","","","","","","","","","","","4.99705497466303","","","","","","0.746417733973855","25.7459531933863","","","","10","0","0","","10","0","0.120436900027286","0.894357871853088","","","8.32249674902471","38.8862991333008","89","","3.81374273437282",""
"Suriname","SUR","2008","94.6649780273438","88.5766370836518","97.7349166870117","7.87904764404202","279971639.236286","2.60081216603275","92416454.1663204","10.4798598100748","17.1725956389282","0.502328767123288","1899.506","7.19771735817189","3032.16649069272","8.9959373186303","0","77.9454439930354","0","0","22.0545560069646","22.0545560069646","0","0","-59.1421437577975","3.62166811889312","57.1428571428571","1160.95814914082","65.2443750762822","","73.5682269049915","10.9907803846122","15.5563970165157","10.8126003715312","15.3269917725601","","640","5.15410720210726","0","7.14285714285714","20","10.3716937648885","0.302921501407796","0.135830679640966","","0.91","77.9454439930354","26.1924991607666","","","15.8906560787879",""
"Suriname","SUR","2013","94.3252944946289","86.9715270441533","98.0900115966797","6.30028223480561","315928135.706966","9.79100765636538","490970829.604999","16.091289891171","14.5342247280001","0.320262008733624","2031.518","6.84234411312421","3630.58314071936","9.02014652014652","0","59.9358974358974","0","0","40.0641025641026","40.0641025641026","0","0","-39.8664859115032","3.45328938897844","","1264.23957828959","62.0337394878841","","76.8841991467123","8.01445780893948","21.7166074768925","13.3005727087831","16.1202598498082","","780","12.9649954949742","0","","20","7.21598553363743","0.369679086339385","0.519502150232883","","","59.9358974358974","17.6254997253418","113","","20.8669694875149",""
"Sint Maarten (Dutch part)","SXM","1978","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","","","",""
"Thailand","THA","1991","","","","0.257302305132687","249040179.664312","0.0134649196365489","13032553.2984339","0.491558012037835","0.748970088993753","14.1543872222791","61224.232","21.0933229085607","792.085318140466","10.7741356979177","25.9778818372024","9.13818870180333","39.4540201255355","0","25.4279167081797","90.8598186709176","0.0019926272790674","1000000","34.9677118048606","4.6680588935372","9.35178933153275","795.840459168712","104.454217234877","","65.0922097072454","0.99633759846298","9.23331578734017","6.00868235434356","9.57357229293468","","5540","0.0243657453218245","0.135064864911449","3.35899230230931","480","0.179568324477437","0.685725930015671","2.85112524918725","0.26","0.36","9.1401813290824","33.0156316666272","","","0.694437656025929",""
"Turkmenistan","TKM","1979","","","","","2584332153.3834","","0","","","","","","","","","","","","","","","","","","82.4355196144499","","","","","","","","","","14964.7671821699","","","0.850978465992813","20.409408","","","","","","","","","","",""
"Middle East & North Africa (IDA & IBRD countries)","TMN","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.875","","","","","","","","","","","","","","","","","","","","71.9166666666667","","5.35"
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1988","","","","2.15667118659008","","1.05564318178385","","4.14458182667639","2.38516706351345","1.58481403818563","139958.089526795","54.7720833655464","537.601474473989","7.39699576908879","63.1576406883876","16.6187837031391","2.29389485294895","4.4401104394011","2.64553230412043","68.097067845457","0.264891750220632","626000000","-44.6556903818931","","22.177606876315","733.03381329357","","","42.8443243148458","","","","","","106642.03363097","2.23602621628771","0.0049072767485828","2.93114391971906","8869.45440401374","2.28193549481072","","","","","","","","","8.26190461620465",""
