iso3,country_name_ghg,year,ghg_per_capita,region,gdp_per_capita_ppp,renewable_pct,electricity_access_pct,fossil_fuel_pct,log_gdp,energy_poverty_flag,green_by_choice_flag
CRI,Costa Rica,2014,3.075124,Latin America & Caribbean,16067.3307687826,37.6165008544922,99.359291,49.8802727339625,4.205943734344321,0,1
CZE,Czechia,2014,11.91482,Europe & Central Asia,32502.4753540118,14.8607997894287,100.0,75.2785222475024,4.51191643764504,0,0
DNK,Denmark,2014,9.377474,Europe & Central Asia,47901.4473627066,30.2283992767334,100.0,67.7045581238811,4.680348636006218,0,0
EST,Estonia,2014,15.96656,Europe & Central Asia,29135.7051198125,25.4899005889893,100.0,14.4902911133818,4.464425533012681,0,0
FIN,Finland,2014,10.7283,Europe & Central Asia,41757.4021894413,41.2490997314453,100.0,42.1825267911597,4.620733472516136,0,0
FRA,France,2014,7.046576,Europe & Central Asia,40144.0268283679,13.3534002304077,100.0,46.2259230612383,4.603620934210876,0,0
DEU,Germany,2014,10.98049,Europe & Central Asia,47011.5510935131,14.0247001647949,100.0,79.7105269369918,4.672204580485013,0,0
GRC,Greece,2014,9.174307,Europe & Central Asia,26642.1050002364,16.4074001312256,100.0,86.0493171783821,4.425568535583508,0,0
HUN,Hungary,2014,6.00465,Europe & Central Asia,25642.5566762677,15.7227001190186,100.0,68.1924013959596,4.408961324085462,0,0
ISL,Iceland,2014,14.53881,Europe & Central Asia,45996.9687476901,76.4253997802734,100.0,10.9284872679796,4.6627292121266075,0,0
IRL,Ireland,2014,12.47143,Europe & Central Asia,51154.4626833444,8.43910026550293,100.0,84.4375871556249,4.708883527280014,0,0
ISR,Israel,2014,9.849664,Middle East & North Africa,34266.995175409,3.70029997825623,100.0,91.7496360579347,4.53487602342744,0,0
ITA,Italy,2014,7.120819,Europe & Central Asia,36194.873918843,17.1315994262695,100.0,78.5864226219386,4.558647068146505,0,0
JPN,Japan,2014,10.5282,East Asia & Pacific,39179.155610609,5.71990013122559,100.0,94.4074689015954,4.593055071842363,0,0
KOR,Korea,2014,14.33164,East Asia & Pacific,35324.4976704773,2.86770009994507,100.0,82.3950038022924,4.54807599471052,0,0
LVA,Latvia,2014,5.373127,Europe & Central Asia,23803.8094030424,40.2352981567383,100.0,56.7174275733725,4.376646464213395,0,1
LTU,Lithuania,2014,6.594755,Europe & Central Asia,28184.4723303858,27.7318992614746,100.0,67.9937494705635,4.450009908372212,0,1
LUX,Luxembourg,2014,19.4309,Europe & Central Asia,101297.575745297,6.84619998931885,100.0,83.331752670447,5.005599051944304,0,0
MEX,Mexico,2014,6.141273,North America,18056.7898061476,9.75899982452393,99.172928,90.2784899713522,4.256640542577789,0,0
NLD,Netherlands,2014,10.9876,Europe & Central Asia,49233.2153954401,5.52650022506714,100.0,90.9218838570949,4.692258200243521,0,0
NZL,New Zealand,2014,18.4279,East Asia & Pacific,37293.3567850718,30.8206996917725,100.0,59.8468440526352,4.571631476083797,0,0
NOR,Norway,2014,10.45206,Europe & Central Asia,65892.6892787813,56.9207000732422,100.0,57.9782333483243,4.818837232772929,0,0
POL,Poland,2014,9.929695,Europe & Central Asia,25475.5046935928,11.5761003494263,100.0,90.0879642957879,4.406122796543872,0,0
PRT,Portugal,2014,6.078352,Europe & Central Asia,28742.4403783509,30.4589004516602,100.0,72.8127262997581,4.458523639158585,0,1
SVK,Slovak Republic,2014,7.319902,Europe & Central Asia,28996.8667929371,12.2419004440308,100.0,63.9460954273638,4.462351073483392,0,0
SVN,Slovenia,2014,8.093888,Europe & Central Asia,30870.0236667425,22.3006992340088,100.0,59.6632066816783,4.489536962437448,0,0
ESP,Spain,2014,6.857054,Europe & Central Asia,33525.7406299089,17.3747997283936,100.0,71.5311218481781,4.52537838079447,0,0
SWE,Sweden,2014,5.515628,Europe & Central Asia,47184.6691338182,49.543098449707,100.0,29.7747472651344,4.673800914055306,0,1
CHE,Switzerland,2014,6.044053,Europe & Central Asia,64103.0104476336,22.211799621582,100.0,48.741859877427,4.806878425620141,0,1
TUR,Türkiye,2014,5.997226,Europe & Central Asia,24090.2360374724,11.5132999420166,100.0,89.5439509012097,4.381841055260676,0,0
GBR,United Kingdom,2014,8.215401,Europe & Central Asia,41289.0758256899,7.36040019989014,100.0,82.7165784999401,4.615835162160364,0,0
USA,United States,2014,21.37271,North America,55049.9883272312,9.22049999237061,100.0,83.0890424221381,4.740757231220221,0,0
DZA,Algeria,2014,5.151576,Middle East & North Africa,13003.2667848382,0.0687000006437302,99.0740356445313,99.9779167201605,4.114052472952946,0,0
ARG,Argentina,2014,7.848993,Latin America & Caribbean,19683.7715056442,9.78139972686768,100.0,87.7224074796892,4.294108314987636,0,0
BLR,Belarus,2014,9.893406,Europe & Central Asia,18955.907025082,6.69199991226196,100.0,92.4403750165292,4.277744569905352,0,0
BRA,Brazil,2014,6.026185,,15718.5649500141,41.8292007446289,99.650247,59.1075326389753,4.196412893946467,0,1
BRN,Brunei Darussalam,2014,27.43803,,81371.2308691448,0.0140000004321337,100.0,99.9951884698856,4.910470885439321,0,0
BGR,Bulgaria,2014,7.927114,,17561.382132399,17.1172008514404,100.0,71.0459225220269,4.244558693167618,0,0
CIV,Côte d’Ivoire,2014,1.577156,,3127.48068718689,72.1634979248047,61.9,26.4923300237552,3.4951946365192352,1,1
HRV,Croatia,2014,5.758433,,22060.7411314836,33.6200981140137,100.0,70.7036623421282,4.3436200984898035,0,1
CYP,Cyprus,2014,6.882424,,30080.3000080402,9.62689971923828,100.0,92.9062150260328,4.478282163408522,0,0
EGY,Egypt,2014,3.07912,,10895.9431672625,5.33799982070923,99.8,97.9289297878435,4.037264829314611,0,0
GEO,Georgia,2014,4.477543,,11575.547210705,31.3444004058838,100.0,72.2095353380914,4.0635415305731275,0,1
GHA,Ghana,2014,1.128611,,5256.66624082205,47.698299407959,78.3,52.5430601292631,3.7207104034268736,1,1
GTM,Guatemala,2014,1.703142,,7758.49316980639,66.3634033203125,85.494371,37.3785969634422,3.88977738213671,0,1
GNB,Guinea-Bissau,2014,0.6962806,,1378.23754028997,87.2809982299805,17.2,,3.1393240750074494,1,1
GUY,Guyana,2014,6.078437,,10951.806089186,24.0174999237061,86.9,,4.039485745649852,0,1
IDN,Indonesia,2014,3.069394,,10278.1773057998,28.3188991546631,97.01,66.089475456589,4.011916105299561,0,1
KAZ,Kazakhstan,2014,20.52191,,24726.4728671586,1.34119999408722,100.0,99.1739073129022,4.3931621704018,0,0
KEN,Kenya,2014,1.147807,,3021.427818107,74.9412002563477,36.0,17.3795726114892,3.4802122234157595,1,1
MYS,Malaysia,2014,10.23582,,24607.6687337619,3.02999997138977,99.9883575439453,96.6281988978081,4.391070471727172,0,0
MDV,Maldives,2014,3.68893,,15993.0586879357,1.1952999830246,100.0,,4.203931530929355,0,0
MLT,Malta,2014,6.549833,,34344.1114460945,4.4899001121521,100.0,97.7884616626645,4.535852284752344,0,0
MUS,Mauritius,2014,4.015156,,18488.0467911726,10.5929002761841,99.3755569458008,84.5423603034044,4.266891031623062,0,0
MDA,Moldova,2014,3.968441,,8827.05410758548,24.3090000152588,100.0,88.6880222394062,3.9458157887096657,0,1
NAM,Namibia,2014,4.751163,,10467.228044829,29.9841995239258,48.7061805725098,66.7190908320656,4.019831686051026,1,1
NPL,Nepal,2014,1.496792,,2947.31648725396,84.0630035400391,84.9,15.4826794026705,3.469426773545209,1,1
NGA,Nigeria,2014,1.563994,,5507.16949454144,80.6576995849609,54.4245338439941,18.876766756621,3.7409284429986767,1,1
PAN,Panama,2014,4.204799,,22897.3731046132,19.7833995819092,91.4287567138672,80.7126619635031,4.359785660872195,0,1
PER,Peru,2014,3.223498,,11510.2788763872,28.5688991546631,92.919989,79.5556835734868,4.061085846045854,0,1
ROU,Romania,2014,5.914941,,20657.7070695521,24.3328990936279,100.0,72.5236945744128,4.315082114748735,0,1
RUS,Russia,2014,13.6596,,25761.6480209933,3.29609990119934,100.0,92.1428758178287,4.4109736422098935,0,0
RWA,Rwanda,2014,0.7338822,,1706.6729870342,87.9537963867188,19.8,,3.2321503145934694,1,1
SRB,Serbia,2014,7.617867,,14659.6064222468,23.4585990905762,99.6607979324826,83.8712616429286,4.166122310622918,0,0
SGP,Singapore,2014,9.636294,,84423.1913432675,0.590699970722198,100.0,90.5788735805032,4.9264617652144365,0,0
SLB,Solomon Islands,2014,0.8533567,,2454.93054654717,45.8947982788086,50.211109161377,,3.3900392098284415,1,1
ZAF,South Africa,2014,9.387836,,12521.1285484636,9.90810012817383,86.0,86.7914316914016,4.097643474264339,0,0
UKR,Ukraine,2014,8.028714,,10743.5863638157,3.49920010566711,100.0,75.3495057807649,4.0311492793171695,0,0
UZB,Uzbekistan,2014,5.650603,,6158.50245912758,1.34500002861023,99.9942016601563,,3.7894751191765312,0,0
AUS,Australia,2019,21.86902,East Asia & Pacific,52203.1322876387,,100.0,,4.717696562282436,0,0
AUT,Austria,2019,9.08026,Europe & Central Asia,58649.6683148852,,100.0,,4.768265560365914,0,0
BEL,Belgium,2019,10.12343,Europe & Central Asia,54709.4669035074,,100.0,,4.738062482973539,0,0
CAN,Canada,2019,19.77897,North America,50660.5777927922,,100.0,,4.704670138687659,0,0
CHL,Chile,2019,5.682408,Latin America & Caribbean,25974.7316377039,,100.0,,4.414551069266119,0,0
COL,Colombia,2019,3.683094,Latin America & Caribbean,15621.0873671586,,99.7662734985352,,4.193711261367173,0,0
CRI,Costa Rica,2019,3.187736,Latin America & Caribbean,21792.4758810293,,99.71,,4.338306573999601,0,0
CZE,Czechia,2019,11.46535,Europe & Central Asia,43005.5533406102,,100.0,,4.6335245399856,0,0
DNK,Denmark,2019,7.870842,Europe & Central Asia,60334.8086338323,,100.0,,4.780567939603098,0,0
EST,Estonia,2019,10.93776,Europe & Central Asia,38819.3390286313,,100.0,,4.589048136444875,0,0
FIN,Finland,2019,9.53934,Europe & Central Asia,51556.5268436077,,100.0,,4.7122836529897185,0,0
FRA,France,2019,6.62196,Europe & Central Asia,49377.1265790966,,100.0,,4.69352581327611,0,0
DEU,Germany,2019,9.550692,Europe & Central Asia,55891.2036125205,,100.0,,4.747343462212927,0,0
GRC,Greece,2019,8.052013,Europe & Central Asia,30869.1509800246,,100.0,,4.489524684883425,0,0
HUN,Hungary,2019,6.646106,Europe & Central Asia,33956.8219158243,,100.0,,4.530927037019281,0,0
ISL,Iceland,2019,13.29792,Europe & Central Asia,60081.8492666878,,100.0,,4.778743291405536,0,0
IRL,Ireland,2019,12.11575,Europe & Central Asia,89431.3951006868,,100.0,,4.951490005657853,0,0
ISR,Israel,2019,9.402014,Middle East & North Africa,41947.5899429783,,100.0,,4.622707013924365,0,0
ITA,Italy,2019,6.926384,Europe & Central Asia,44850.9264658367,,100.0,,4.651771418502627,0,0
JPN,Japan,2019,9.373204,East Asia & Pacific,42197.2548051299,,100.0,,4.625284198313244,0,0
KOR,Korea,2019,14.66927,East Asia & Pacific,42727.9507570391,,100.0,,4.630712064447167,0,0
LVA,Latvia,2019,5.812749,Europe & Central Asia,32002.7567713817,,100.0,,4.5051873907896205,0,0
LTU,Lithuania,2019,7.042611,Europe & Central Asia,38764.9977287477,,100.0,,4.588439762860089,0,0
LUX,Luxembourg,2019,17.33832,Europe & Central Asia,120962.187770618,,100.0,,5.0826496330522595,0,0
MEX,Mexico,2019,6.061272,North America,20447.8850679641,,100.0,,4.310648395433252,0,0
NLD,Netherlands,2019,10.32719,Europe & Central Asia,59469.0836923272,,100.0,,4.774291246882801,0,0
NZL,New Zealand,2019,16.84859,East Asia & Pacific,45073.2030753169,,100.0,,4.653918421805311,0,0
NOR,Norway,2019,9.548388,Europe & Central Asia,68345.0694174133,,100.0,,4.834707188954341,0,0
POL,Poland,2019,10.09156,Europe & Central Asia,34151.7928122918,,100.0,,4.533413507081925,0,0
PRT,Portugal,2019,6.13362,Europe & Central Asia,36871.8396005497,,100.0,,4.56669480585774,0,0
SVK,Slovak Republic,2019,7.267905,Europe & Central Asia,32557.190775484,,100.0,,4.512646924370115,0,0
SVN,Slovenia,2019,8.222804,Europe & Central Asia,41193.8420369119,,100.0,,4.614832299303248,0,0
ESP,Spain,2019,6.511927,Europe & Central Asia,42185.5861192043,,100.0,,4.625164087497221,0,0
SWE,Sweden,2019,4.883338,Europe & Central Asia,55068.7697360016,,100.0,,4.740905374232618,0,0
CHE,Switzerland,2019,5.440202,Europe & Central Asia,73114.4683604496,,100.0,,4.864003326442838,0,0
TUR,Türkiye,2019,6.066827,Europe & Central Asia,27318.4324996132,,100.0,,4.436455776404132,0,0
GBR,United Kingdom,2019,6.692477,Europe & Central Asia,48513.4975021936,,100.0,,4.685862585513485,0,0
USA,United States,2019,19.50954,North America,65279.529026095,,100.0,,4.814777012441486,0,0
DZA,Algeria,2019,5.287959,Middle East & North Africa,11997.3378341915,,99.5,,4.079084888365513,0,0
ARG,Argentina,2019,7.473238,Latin America & Caribbean,22996.9855202977,,100.0,,4.361670911769728,0,0
BLR,Belarus,2019,9.808526,Europe & Central Asia,20098.5989768733,,100.0,,4.303165784892158,0,0
BRA,Brazil,2019,5.59519,,15388.2349159911,,99.8,,4.187188807602279,0,0
BRN,Brunei Darussalam,2019,25.95554,,64724.1323936862,,100.0,,4.811066237567165,0,0
BGR,Bulgaria,2019,7.72982,,24579.2165450171,,100.0,,4.390568035767745,0,0
CIV,Côte d’Ivoire,2019,1.682472,,5432.99260799494,,68.5501098632813,,3.7350391141430173,1,0
HRV,Croatia,2019,6.225204,,30245.9762157222,,100.0,,4.480667606309374,0,0
CYP,Cyprus,2019,6.542007,,41514.5105084213,,100.0,,4.618199921586143,0,0
EGY,Egypt,2019,3.204049,,12260.7205373863,,100.0,,4.088515993527886,0,0
GEO,Georgia,2019,4.74158,,15623.1529588881,,100.0,,4.193768684756696,0,0
GHA,Ghana,2019,1.366898,,5625.09922020032,,83.5,,3.7501301872999253,1,0
GTM,Guatemala,2019,1.882364,,9019.25606239135,,95.7245712280273,,3.955170716996196,0,0
GNB,Guinea-Bissau,2019,0.7790754,,2021.30194281608,,31.040412902832,,3.3056311934282707,1,0
GUY,Guyana,2019,6.561252,,13635.4481576385,,92.0216903686523,,4.134669416512404,0,0
IDN,Indonesia,2019,3.556219,,12311.5032732923,,98.85,,4.090311084891973,0,0
KAZ,Kazakhstan,2019,19.34913,,27466.2206186576,,100.0,,4.4387989041463145,0,0
KEN,Kenya,2019,1.286968,,4512.9818974701,,69.7,,3.654463591476137,1,0
MYS,Malaysia,2019,9.942006,,29564.0082669859,,100.0,,4.470763315048315,0,0
MDV,Maldives,2019,4.476469,,20357.009142014,,100.0,,4.308713971673898,0,0
MLT,Malta,2019,4.219994,,46766.7666801313,,100.0,,4.66993734507383,0,0
MUS,Mauritius,2019,4.57325,,23837.4692377116,,100.0,,4.377260145596769,0,0
MDA,Moldova,2019,4.370677,,13572.7043738974,,100.0,,4.132666389858948,0,0
NAM,Namibia,2019,3.983455,,10261.5665184184,,55.1951179504395,,4.011213664710794,1,0
NPL,Nepal,2019,1.853793,,4119.92233935514,,89.9,,3.614889029647842,0,0
NGA,Nigeria,2019,1.519398,,5352.67942303108,,55.4,,3.7285712338602304,1,0
PAN,Panama,2019,5.162121,,32761.3753926993,,95.8345565795898,,4.51536212608353,0,0
PER,Peru,2019,3.26907,,13397.2739160483,,98.3466033935547,,4.1270164368975015,0,0
ROU,Romania,2019,5.912965,,32299.9697717021,,100.0,,4.509202115891811,0,0
RUS,Russia,2019,13.99041,,29188.854156647,,100.0,,4.465217046573735,0,0
RWA,Rwanda,2019,0.8924332,,2321.71858979003,,37.7824363708496,,3.365809578749783,1,0
SRB,Serbia,2019,8.99412,,18929.8775996569,,99.8,,4.277147805830387,0,0
SGP,Singapore,2019,9.800837,,102573.401768252,,100.0,,5.011034758798721,0,0
SLB,Solomon Islands,2019,0.8503432,,2773.51236296948,,70.2584915161133,,3.4430301060927913,1,0
ZAF,South Africa,2019,8.34868,,13009.6686271889,,85.0,,4.114266234669493,0,0
UKR,Ukraine,2019,7.569845,,13350.4823150166,,100.0,,4.125496955810443,0,0
UZB,Uzbekistan,2019,5.712653,,7310.96005559841,,100.0,,3.863974411085267,0,0
AUS,Australia,2016,22.74003,East Asia & Pacific,47339.969213264,9.4197998046875,100.0,,4.675227971157198,0,0
AUT,Austria,2016,9.192056,Europe & Central Asia,52684.0171130768,34.6142997741699,100.0,,4.72167888215019,0,0
BEL,Belgium,2016,10.34431,Europe & Central Asia,48597.3999826201,9.20689964294434,100.0,,4.686613034624301,0,0
CAN,Canada,2016,19.9407,North America,46472.3402486315,22.3330001831055,100.0,,4.667194543179874,0,0
CHL,Chile,2016,5.755747,Latin America & Caribbean,23437.5925260344,24.5543994903564,100.0,,4.36991299956638,0,1
COL,Colombia,2016,3.601354,Latin America & Caribbean,13812.0960563446,30.7357997894287,98.4,,4.1402595899927475,0,1
CRI,Costa Rica,2016,3.103583,Latin America & Caribbean,19075.0044669733,36.8058013916016,99.5,,4.2804646483297555,0,1
CZE,Czechia,2016,12.13502,Europe & Central Asia,36097.7052556977,14.7812995910645,100.0,,4.55747959452438,0,0
DNK,Denmark,2016,9.11466,Europe & Central Asia,51976.0057060956,32.1296005249023,100.0,,4.715802901435581,0,0
EST,Estonia,2016,14.84915,Europe & Central Asia,31577.0688451249,26.9139003753662,100.0,,4.499371813972823,0,0
FIN,Finland,2016,10.53471,Europe & Central Asia,44934.4482077785,42.3969993591309,100.0,,4.652579412950253,0,0
FRA,France,2016,7.093895,Europe & Central Asia,42924.613626021,14.4117002487183,100.0,,4.632706394669477,0,0
DEU,Germany,2016,10.84203,Europe & Central Asia,50579.6839299266,14.2413997650146,100.0,,4.70397611113101,0,0
GRC,Greece,2016,8.574775,Europe & Central Asia,27471.2415919272,16.4099998474121,100.0,,4.438878288264295,0,0
HUN,Hungary,2016,6.425023,Europe & Central Asia,27911.664839193,15.2638998031616,100.0,,4.445785741501571,0,0
ISL,Iceland,2016,14.29545,Europe & Central Asia,53480.3971946764,77.4712982177734,100.0,,4.728194624072662,0,0
IRL,Ireland,2016,13.19347,Europe & Central Asia,71697.5287440824,8.49880027770996,100.0,,4.8555041867514195,0,0
ISR,Israel,2016,9.846153,Middle East & North Africa,37794.8075415923,3.97790002822876,100.0,,4.577432138172334,0,0
ITA,Italy,2016,7.262397,Europe & Central Asia,39926.9546628592,16.0921993255615,100.0,,4.6012661866393,0,0
JPN,Japan,2016,10.10148,East Asia & Pacific,39964.2770077463,6.35979986190796,100.0,,4.601671960571593,0,0
KOR,Korea,2016,14.37503,East Asia & Pacific,39575.4542830031,2.54979991912842,100.0,,4.5974259087894565,0,0
LVA,Latvia,2016,5.48277,Europe & Central Asia,26710.1028027328,38.4826011657715,100.0,,4.426675559551648,0,1
LTU,Lithuania,2016,6.866907,Europe & Central Asia,30925.1708493589,31.4717998504639,100.0,,4.490312107613328,0,1
LUX,Luxembourg,2016,17.31256,Europe & Central Asia,110660.866873981,13.4963998794556,100.0,,5.043994067984693,0,0
MEX,Mexico,2016,6.438936,North America,19323.6658689896,9.22010040283203,99.5,,4.286089519369821,0,0
NLD,Netherlands,2016,11.32236,Europe & Central Asia,52288.4150841353,5.63889980316162,100.0,,4.718405478114872,0,0
NZL,New Zealand,2016,17.20145,East Asia & Pacific,39955.8030258734,31.6702995300293,100.0,,4.60157986347711,0,0
NOR,Norway,2016,10.18965,Europe & Central Asia,58939.9126133093,59.4174995422363,100.0,,4.770409487611875,0,0
POL,Poland,2016,10.28008,Europe & Central Asia,28322.1069770904,11.3368997573853,100.0,,4.452125558851285,0,0
PRT,Portugal,2016,6.339368,Europe & Central Asia,31607.7542431733,29.0014991760254,100.0,,4.499793639957095,0,1
SVK,Slovak Republic,2016,7.545991,Europe & Central Asia,29659.3717763701,13.0906000137329,100.0,,4.4721619478742465,0,0
SVN,Slovenia,2016,8.603161,Europe & Central Asia,33936.0440637175,20.7875995635986,100.0,,4.530661215075626,0,0
ESP,Spain,2016,6.855799,Europe & Central Asia,37286.2134326488,17.1770000457764,100.0,,4.571548281221182,0,0
SWE,Sweden,2016,5.360955,Europe & Central Asia,50430.2528196052,51.8549995422363,100.0,,4.702691145392611,0,1
CHE,Switzerland,2016,5.892591,Europe & Central Asia,68105.1549836834,24.1103992462158,100.0,,4.83317998557266,0,1
TUR,Türkiye,2016,6.184704,Europe & Central Asia,26512.0169514886,13.2256002426147,100.0,,4.423442768758409,0,0
GBR,United Kingdom,2016,7.366669,Europe & Central Asia,44149.9999768118,8.680100440979,100.0,,4.64493070768549,0,0
USA,United States,2016,19.98921,North America,58021.4004997125,9.45629978179932,100.0,,4.763588207437283,0,0
DZA,Algeria,2016,5.054544,Middle East & North Africa,11624.3407087852,0.0802000015974045,99.4028701782227,,4.065368330623832,0,0
ARG,Argentina,2016,7.859378,Latin America & Caribbean,20307.870052142,9.37689971923828,99.9560165405273,,4.307664375738169,0,0
BLR,Belarus,2016,9.244925,Europe & Central Asia,17725.7521791512,6.73449993133545,100.0,,4.248604673210463,0,0
BRA,Brazil,2016,5.744674,,14256.163385421,45.5766983032227,99.7,,4.15400266403428,0,1
BRN,Brunei Darussalam,2016,27.08624,,56297.2267116989,0.0074000000022352,100.0,,4.750487001361625,0,0
BGR,Bulgaria,2016,8.108453,,20019.5912818443,17.6730003356934,100.0,,4.301455206717145,0,0
CIV,Côte d’Ivoire,2016,1.795058,,4726.98073995015,64.2783966064453,64.3,,3.6745838327767,1,1
HRV,Croatia,2016,6.025329,,24876.3096691701,31.8474006652832,100.0,,4.395785954427653,0,1
CYP,Cyprus,2016,7.082761,,35719.0663731245,10.4071998596191,100.0,,4.552900098752365,0,0
EGY,Egypt,2016,3.422747,,11192.3730101321,4.91690015792847,100.0,,4.048922175531537,0,0
GEO,Georgia,2016,4.921393,,12858.4834001898,27.645299911499,100.0,,4.1091897485438995,0,1
GHA,Ghana,2016,1.189614,,4844.65822127652,46.4782981872559,79.3,,3.6852631440597885,1,1
GTM,Guatemala,2016,1.926159,,8221.74642722194,63.3282012939453,91.7952346801758,,3.914964078263295,0,1
GNB,Guinea-Bissau,2016,0.7221428,,1746.75274593369,86.7390975952148,23.0492153167725,,3.2422314346473837,1,1
GUY,Guyana,2016,6.111522,,11296.7699725276,21.4074001312256,89.2545547485352,,4.052954285639718,0,1
IDN,Indonesia,2016,3.093477,,10494.4738000481,27.8348007202148,97.62,,4.020960667647851,0,1
KAZ,Kazakhstan,2016,20.0808,,23818.8248260141,2.04390001296997,100.0,,4.376920330439474,0,0
KEN,Kenya,2016,1.255773,,3635.27651517963,70.9737014770508,53.1,,3.5605374508069714,1,1
MYS,Malaysia,2016,10.00872,,25546.1295181653,4.43120002746582,100.0,,4.40732510970615,0,0
MDV,Maldives,2016,3.767199,,17411.2642571085,1.21319997310638,100.0,,4.24083030701345,0,0
MLT,Malta,2016,4.067336,,39886.9498046529,9.25279998779297,100.0,,4.600830826641837,0,0
MUS,Mauritius,2016,4.154706,,20701.2189720364,10.3325996398926,99.5434341430664,,4.315995919236739,0,0
MDA,Moldova,2016,4.138269,,10610.4778427993,25.2954998016357,100.0,,4.025734942790875,0,1
NAM,Namibia,2016,5.007187,,10427.1217561823,28.7101001739502,49.7,,4.018164444772269,1,1
NPL,Nepal,2016,1.544541,,2989.67500637537,79.195198059082,90.7,,3.475623980762875,0,1
NGA,Nigeria,2016,1.523554,,5234.67912691071,82.4570999145508,59.3,,3.7188900656360655,1,1
PAN,Panama,2016,4.467756,,27828.5579200812,22.1005001068115,93.1707153320313,,4.444490701713918,0,1
PER,Peru,2016,3.269104,,12013.3773897006,27.2106990814209,94.2,,4.079665120267894,0,1
ROU,Romania,2016,5.806685,,24271.366104769,24.4260005950928,99.1,,4.385094221122457,0,1
RUS,Russia,2016,13.45777,,24128.0864065399,3.35719990730286,100.0,,4.382522879470527,0,0
RWA,Rwanda,2016,0.7621484,,1882.37238004371,86.0774002075195,29.37,,3.274705541833387,1,1
SRB,Serbia,2016,9.027099,,15858.0356413336,21.0032997131348,100.0,,4.200249389604212,0,0
SGP,Singapore,2016,9.712685,,89417.3490208324,0.68010002374649,100.0,,4.951421790082556,0,0
SLB,Solomon Islands,2016,0.9021343,,2548.62996450083,48.7024993896484,58.4877014160156,,3.4063067848450364,1,1
ZAF,South Africa,2016,8.87429,,12591.5918509652,10.7053003311157,84.2,,4.10008063784326,0,0
UKR,Ukraine,2016,7.525199,,11148.196546631,5.47399997711182,100.0,,4.047204616873418,0,0
UZB,Uzbekistan,2016,5.477135,,6452.92793779539,1.62549996376038,100.0,,3.8097568152090058,0,0
AUS,Australia,2020,20.91176,East Asia & Pacific,52518.3244830382,,,,4.720310862136058,0,0
AUT,Austria,2020,8.370743,Europe & Central Asia,55097.4612258328,,,,4.741131587944101,0,0
BEL,Belgium,2020,9.26923,Europe & Central Asia,51968.1920227771,,,,4.715737607948708,0,0
CAN,Canada,2020,17.87396,North America,48072.583756378,,,,4.681897464774413,0,0
CHL,Chile,2020,5.354269,Latin America & Caribbean,25067.6916009163,,,,4.399114343086967,0,0
COL,Colombia,2020,3.479452,Latin America & Caribbean,14565.3680522873,,,,4.163321463289664,0,0
CRI,Costa Rica,2020,2.90543,Latin America & Caribbean,21031.8175436511,,,,4.322876805499922,0,0
CZE,Czechia,2020,10.56825,Europe & Central Asia,41737.4180409247,,,,4.620525579246396,0,0
DNK,Denmark,2020,7.401293,Europe & Central Asia,60398.4533430492,,,,4.781025817542003,0,0
EST,Estonia,2020,8.526422,Europe & Central Asia,38394.9175345121,,,,4.584273739138301,0,0
FIN,Finland,2020,8.626773,Europe & Central Asia,51089.7853321567,,,,4.708334077877886,0,0
FRA,France,2020,5.997182,Europe & Central Asia,46226.9505356869,,,,4.664895245174933,0,0
DEU,Germany,2020,8.764853,Europe & Central Asia,53694.3547123431,,,,4.729928627484336,0,0
GRC,Greece,2020,7.091454,Europe & Central Asia,28463.7886828947,,,,4.454292706520013,0,0
HUN,Hungary,2020,6.455618,Europe & Central Asia,33084.0962334341,,,,4.519619275410218,0,0
ISL,Iceland,2020,12.5612,Europe & Central Asia,55216.0261783821,,,,4.742065147850124,0,0
IRL,Ireland,2020,11.56396,Europe & Central Asia,93612.1659106094,,,,4.971332293657983,0,0
ISR,Israel,2020,9.061138,Middle East & North Africa,41854.9341515478,,,,4.6217466630097235,0,0
ITA,Italy,2020,6.327091,Europe & Central Asia,41839.9910228994,,,,4.621591582677916,0,0
JPN,Japan,2020,8.894616,East Asia & Pacific,,,,,,0,0
KOR,Korea,2020,13.74816,East Asia & Pacific,43124.2946857302,,,,4.6347220050877,0,0
LVA,Latvia,2020,5.519989,Europe & Central Asia,32019.2223351007,,,,4.505410779810767,0,0
LTU,Lithuania,2020,7.000509,Europe & Central Asia,38734.7293153001,,,,4.5881005253916225,0,0
LUX,Luxembourg,2020,14.37257,Europe & Central Asia,118359.526161843,,,,5.073203217846243,0,0
MEX,Mexico,2020,5.67136,North America,18833.0824152277,,,,4.274921406918823,0,0
NLD,Netherlands,2020,9.330465,Europe & Central Asia,59228.8349537605,,,,4.772533190042104,0,0
NZL,New Zealand,2020,16.05091,East Asia & Pacific,44251.7942246991,,,,4.645930884210992,0,0
NOR,Norway,2020,9.178269,Europe & Central Asia,63197.9814705865,,,,4.800703207235147,0,0
POL,Poland,2020,9.712359,Europe & Central Asia,34264.7597598664,,,,4.534847691199959,0,0
PRT,Portugal,2020,5.530717,Europe & Central Asia,34495.9224734636,,,,4.537767763133266,0,0
SVK,Slovak Republic,2020,6.766585,Europe & Central Asia,31832.394609507,,,,4.502869309892704,0,0
SVN,Slovenia,2020,7.564375,Europe & Central Asia,39593.3074407023,,,,4.597621782208111,0,0
ESP,Spain,2020,5.658686,Europe & Central Asia,38334.6113444231,,,,4.583591064518612,0,0
