iso3,country_name_ghg,year,ghg_per_capita,region,ghg_change_pct,ghg_change_abs
GRC,Greece,2019,8.052013,Europe & Central Asia,-23.45,-2.151
HUN,Hungary,2019,6.646106,Europe & Central Asia,-6.62,-0.398
ISL,Iceland,2019,13.29792,Europe & Central Asia,-17.54,-2.551
IRL,Ireland,2019,12.11575,Europe & Central Asia,-15.24,-1.9
ISR,Israel,2019,9.402014,Middle East & North Africa,-14.39,-1.417
ITA,Italy,2019,6.926384,Europe & Central Asia,-9.39,-0.669
JPN,Japan,2019,9.373204,East Asia & Pacific,-18.35,-1.932
KOR,Korea,2019,14.66927,East Asia & Pacific,,
LVA,Latvia,2019,5.812749,Europe & Central Asia,-1.44,-0.077
LTU,Lithuania,2019,7.042611,Europe & Central Asia,-5.17,-0.341
LUX,Luxembourg,2019,17.33832,Europe & Central Asia,-39.89,-7.75
MEX,Mexico,2019,6.061272,North America,,
NLD,Netherlands,2019,10.32719,Europe & Central Asia,-28.47,-3.128
NZL,New Zealand,2019,16.84859,East Asia & Pacific,-19.84,-3.655
NOR,Norway,2019,9.548388,Europe & Central Asia,-19.28,-2.015
POL,Poland,2019,10.09156,Europe & Central Asia,-9.57,-0.95
PRT,Portugal,2019,6.13362,Europe & Central Asia,-16.21,-0.985
SVK,Slovak Republic,2019,7.267905,Europe & Central Asia,-10.69,-0.783
SVN,Slovenia,2019,8.222804,Europe & Central Asia,-13.66,-1.105
ESP,Spain,2019,6.511927,Europe & Central Asia,-17.83,-1.222
SWE,Sweden,2019,4.883338,Europe & Central Asia,-23.73,-1.309
CHE,Switzerland,2019,5.440202,Europe & Central Asia,-23.99,-1.45
TUR,Türkiye,2019,6.066827,Europe & Central Asia,14.43,0.866
GBR,United Kingdom,2019,6.692477,Europe & Central Asia,-31.67,-2.602
USA,United States,2019,19.50954,North America,,
DZA,Algeria,2019,5.287959,Middle East & North Africa,,
ARG,Argentina,2019,7.473238,Latin America & Caribbean,,
BLR,Belarus,2019,9.808526,Europe & Central Asia,-3.37,-0.333
BTN,Bhutan,2019,1.872337,East Asia & Pacific,,
BRA,Brazil,2019,5.59519,,,
BRN,Brunei Darussalam,2019,25.95554,,,
BGR,Bulgaria,2019,7.72982,,-15.79,-1.252
CIV,Côte d’Ivoire,2019,1.682472,,,
HRV,Croatia,2019,6.225204,,13.3,0.766
CUB,Cuba,2019,4.692558,,,
CYP,Cyprus,2019,6.542007,,-8.21,-0.565
EGY,Egypt,2019,3.204049,,,
GEO,Georgia,2019,4.74158,,,
GHA,Ghana,2019,1.366898,,,
GTM,Guatemala,2019,1.882364,,,
GNB,Guinea-Bissau,2019,0.7790754,,,
GUY,Guyana,2019,6.561252,,,
VAT,Holy See,2019,29.66224,,,
IDN,Indonesia,2019,3.556219,,,
KAZ,Kazakhstan,2019,19.34913,,-17.1,-3.509
KEN,Kenya,2019,1.286968,,,
LIE,Liechtenstein,2019,4.868305,,-21.1,-1.13
MYS,Malaysia,2019,9.942006,,,
MDV,Maldives,2019,4.476469,,,
MLT,Malta,2019,4.219994,,-35.66,-2.336
MUS,Mauritius,2019,4.57325,,,
MDA,Moldova,2019,4.370677,,,
MCO,Monaco,2019,2.157267,,-34.6,-0.812
NAM,Namibia,2019,3.983455,,,
NPL,Nepal,2019,1.853793,,,
NGA,Nigeria,2019,1.519398,,,
PAN,Panama,2019,5.162121,,,
PER,Peru,2019,3.26907,,,
ROU,Romania,2019,5.912965,,-8.16,-0.482
RUS,Russia,2019,13.99041,,4.84,0.662
RWA,Rwanda,2019,0.8924332,,,
SAU,Saudi Arabia,2019,22.00738,,,
SRB,Serbia,2019,8.99412,,20.37,1.552
SGP,Singapore,2019,9.800837,,,
SLB,Solomon Islands,2019,0.8503432,,,
ZAF,South Africa,2019,8.34868,,,
UKR,Ukraine,2019,7.569845,,-23.14,-1.858
UZB,Uzbekistan,2019,5.712653,,,
VEN,Venezuela,2019,5.560651,,,
AUS,Australia,2016,22.74003,East Asia & Pacific,-12.36,-2.811
AUT,Austria,2016,9.192056,Europe & Central Asia,-16.71,-1.509
BEL,Belgium,2016,10.34431,Europe & Central Asia,-17.9,-1.829
CAN,Canada,2016,19.9407,North America,-15.83,-3.32
CHL,Chile,2016,5.755747,Latin America & Caribbean,,
COL,Colombia,2016,3.601354,Latin America & Caribbean,,
CRI,Costa Rica,2016,3.103583,Latin America & Caribbean,,
CZE,Czechia,2016,12.13502,Europe & Central Asia,-20.76,-2.474
DNK,Denmark,2016,9.11466,Europe & Central Asia,-30.06,-2.819
EST,Estonia,2016,14.84915,Europe & Central Asia,-50.24,-8.021
FIN,Finland,2016,10.53471,Europe & Central Asia,-31.68,-3.399
FRA,France,2016,7.093895,Europe & Central Asia,-19.77,-1.393
DEU,Germany,2016,10.84203,Europe & Central Asia,-27.61,-3.032
GRC,Greece,2016,8.574775,Europe & Central Asia,-23.45,-2.151
HUN,Hungary,2016,6.425023,Europe & Central Asia,-6.62,-0.398
ISL,Iceland,2016,14.29545,Europe & Central Asia,-17.54,-2.551
IRL,Ireland,2016,13.19347,Europe & Central Asia,-15.24,-1.9
ISR,Israel,2016,9.846153,Middle East & North Africa,-14.39,-1.417
ITA,Italy,2016,7.262397,Europe & Central Asia,-9.39,-0.669
JPN,Japan,2016,10.10148,East Asia & Pacific,-18.35,-1.932
KOR,Korea,2016,14.37503,East Asia & Pacific,,
LVA,Latvia,2016,5.48277,Europe & Central Asia,-1.44,-0.077
LTU,Lithuania,2016,6.866907,Europe & Central Asia,-5.17,-0.341
LUX,Luxembourg,2016,17.31256,Europe & Central Asia,-39.89,-7.75
MEX,Mexico,2016,6.438936,North America,,
NLD,Netherlands,2016,11.32236,Europe & Central Asia,-28.47,-3.128
NZL,New Zealand,2016,17.20145,East Asia & Pacific,-19.84,-3.655
NOR,Norway,2016,10.18965,Europe & Central Asia,-19.28,-2.015
POL,Poland,2016,10.28008,Europe & Central Asia,-9.57,-0.95
PRT,Portugal,2016,6.339368,Europe & Central Asia,-16.21,-0.985
SVK,Slovak Republic,2016,7.545991,Europe & Central Asia,-10.69,-0.783
SVN,Slovenia,2016,8.603161,Europe & Central Asia,-13.66,-1.105
ESP,Spain,2016,6.855799,Europe & Central Asia,-17.83,-1.222
SWE,Sweden,2016,5.360955,Europe & Central Asia,-23.73,-1.309
CHE,Switzerland,2016,5.892591,Europe & Central Asia,-23.99,-1.45
TUR,Türkiye,2016,6.184704,Europe & Central Asia,14.43,0.866
GBR,United Kingdom,2016,7.366669,Europe & Central Asia,-31.67,-2.602
USA,United States,2016,19.98921,North America,,
DZA,Algeria,2016,5.054544,Middle East & North Africa,,
ARG,Argentina,2016,7.859378,Latin America & Caribbean,,
BLR,Belarus,2016,9.244925,Europe & Central Asia,-3.37,-0.333
BRA,Brazil,2016,5.744674,,,
BRN,Brunei Darussalam,2016,27.08624,,,
BGR,Bulgaria,2016,8.108453,,-15.79,-1.252
CIV,Côte d’Ivoire,2016,1.795058,,,
HRV,Croatia,2016,6.025329,,13.3,0.766
CUB,Cuba,2016,5.114254,,,
CYP,Cyprus,2016,7.082761,,-8.21,-0.565
EGY,Egypt,2016,3.422747,,,
GEO,Georgia,2016,4.921393,,,
GHA,Ghana,2016,1.189614,,,
GTM,Guatemala,2016,1.926159,,,
GNB,Guinea-Bissau,2016,0.7221428,,,
GUY,Guyana,2016,6.111522,,,
VAT,Holy See,2016,29.30915,,,
IND,India,2016,2.198557,,,
IDN,Indonesia,2016,3.093477,,,
KAZ,Kazakhstan,2016,20.0808,,-17.1,-3.509
KEN,Kenya,2016,1.255773,,,
LIE,Liechtenstein,2016,4.973462,,-21.1,-1.13
MYS,Malaysia,2016,10.00872,,,
MDV,Maldives,2016,3.767199,,,
MLT,Malta,2016,4.067336,,-35.66,-2.336
MUS,Mauritius,2016,4.154706,,,
MDA,Moldova,2016,4.138269,,,
MCO,Monaco,2016,2.329862,,-34.6,-0.812
MAR,Morocco,2016,2.473351,,,
NAM,Namibia,2016,5.007187,,,
NPL,Nepal,2016,1.544541,,,
NGA,Nigeria,2016,1.523554,,,
PAN,Panama,2016,4.467756,,,
PER,Peru,2016,3.269104,,,
ROU,Romania,2016,5.806685,,-8.16,-0.482
RUS,Russia,2016,13.45777,,4.84,0.662
RWA,Rwanda,2016,0.7621484,,,
SRB,Serbia,2016,9.027099,,20.37,1.552
SGP,Singapore,2016,9.712685,,,
SLB,Solomon Islands,2016,0.9021343,,,
ZAF,South Africa,2016,8.87429,,,
UKR,Ukraine,2016,7.525199,,-23.14,-1.858
UZB,Uzbekistan,2016,5.477135,,,
VEN,Venezuela,2016,7.393056,,,
AUS,Australia,2021,20.40214,East Asia & Pacific,-12.36,-2.811
AUT,Austria,2021,8.706675,Europe & Central Asia,-16.71,-1.509
BEL,Belgium,2021,9.486282,Europe & Central Asia,-17.9,-1.829
CAN,Canada,2021,18.03644,North America,-15.83,-3.32
CHL,Chile,2021,5.687362,Latin America & Caribbean,,
COL,Colombia,2021,3.584791,Latin America & Caribbean,,
CRI,Costa Rica,2021,3.193075,Latin America & Caribbean,,
CZE,Czechia,2021,11.09741,Europe & Central Asia,-20.76,-2.474
DNK,Denmark,2021,7.524057,Europe & Central Asia,-30.06,-2.819
EST,Estonia,2021,9.437351,Europe & Central Asia,-50.24,-8.021
FIN,Finland,2021,8.616688,Europe & Central Asia,-31.68,-3.399
FRA,France,2021,6.340007,Europe & Central Asia,-19.77,-1.393
DEU,Germany,2021,9.097411,Europe & Central Asia,-27.61,-3.032
GRC,Greece,2021,7.373946,Europe & Central Asia,-23.45,-2.151
HUN,Hungary,2021,6.594334,Europe & Central Asia,-6.62,-0.398
ISL,Iceland,2021,12.69083,Europe & Central Asia,-17.54,-2.551
IRL,Ireland,2021,11.97744,Europe & Central Asia,-15.24,-1.9
ISR,Israel,2021,8.796155,Middle East & North Africa,-14.39,-1.417
ITA,Italy,2021,6.885666,Europe & Central Asia,-9.39,-0.669
JPN,Japan,2021,9.108153,East Asia & Pacific,-18.35,-1.932
KOR,Korea,2021,14.29121,East Asia & Pacific,,
LVA,Latvia,2021,5.681176,Europe & Central Asia,-1.44,-0.077
LTU,Lithuania,2021,7.056945,Europe & Central Asia,-5.17,-0.341
LUX,Luxembourg,2021,14.68809,Europe & Central Asia,-39.89,-7.75
MEX,Mexico,2021,5.632792,North America,,
NLD,Netherlands,2021,9.402311,Europe & Central Asia,-28.47,-3.128
NZL,New Zealand,2021,16.02921,East Asia & Pacific,-19.84,-3.655
NOR,Norway,2021,9.105592,Europe & Central Asia,-19.28,-2.015
POL,Poland,2021,10.48352,Europe & Central Asia,-9.57,-0.95
PRT,Portugal,2021,5.388249,Europe & Central Asia,-16.21,-0.985
SVK,Slovak Republic,2021,7.510327,Europe & Central Asia,-10.69,-0.783
SVN,Slovenia,2021,7.593741,Europe & Central Asia,-13.66,-1.105
ESP,Spain,2021,6.024189,Europe & Central Asia,-17.83,-1.222
SWE,Sweden,2021,4.581526,Europe & Central Asia,-23.73,-1.309
CHE,Switzerland,2021,5.209583,Europe & Central Asia,-23.99,-1.45
TUR,Türkiye,2021,6.622971,Europe & Central Asia,14.43,0.866
GBR,United Kingdom,2021,6.265779,Europe & Central Asia,-31.67,-2.602
USA,United States,2021,18.60527,North America,,
DZA,Algeria,2021,5.380772,Middle East & North Africa,,
ARG,Argentina,2021,7.557831,Latin America & Caribbean,,
AZE,Azerbaijan,2021,7.010887,Europe & Central Asia,,
BLR,Belarus,2021,9.960464,Europe & Central Asia,-3.37,-0.333
BTN,Bhutan,2021,1.905872,East Asia & Pacific,,
BRA,Brazil,2021,5.888017,,,
BRN,Brunei Darussalam,2021,33.40891,,,
BGR,Bulgaria,2021,7.856872,,-15.79,-1.252
CHN,China (People’s Republic of),2021,10.03497,,,
CIV,Côte d’Ivoire,2021,2.909439,,,
HRV,Croatia,2021,6.224454,,13.3,0.766
CUB,Cuba,2021,4.437665,,,
CYP,Cyprus,2021,6.207363,,-8.21,-0.565
EGY,Egypt,2021,3.278952,,,
GEO,Georgia,2021,4.943908,,,
GHA,Ghana,2021,1.443062,,,
GTM,Guatemala,2021,1.93884,,,
GNB,Guinea-Bissau,2021,0.753656,,,
GUY,Guyana,2021,7.857966,,,
VAT,Holy See,2021,29.63985,,,
IDN,Indonesia,2021,3.461016,,,
IRQ,Iraq,2021,4.728294,,,
KAZ,Kazakhstan,2021,16.20224,,-17.1,-3.509
KEN,Kenya,2021,1.300705,,,
LBN,Lebanon,2021,3.716709,,,
LIE,Liechtenstein,2021,4.678162,,-21.1,-1.13
MYS,Malaysia,2021,9.595771,,,
MDV,Maldives,2021,4.390248,,,
MLT,Malta,2021,4.005686,,-35.66,-2.336
MUS,Mauritius,2021,4.510886,,,
MDA,Moldova,2021,4.831095,,,
MCO,Monaco,2021,1.892956,,-34.6,-0.812
MAR,Morocco,2021,2.734579,,,
NAM,Namibia,2021,3.76657,,,
NPL,Nepal,2021,1.944893,,,
NGA,Nigeria,2021,1.471587,,,
PAN,Panama,2021,4.722124,,,
PER,Peru,2021,3.320794,,,
ROU,Romania,2021,5.994079,,-8.16,-0.482
RUS,Russia,2021,13.91481,,4.84,0.662
RWA,Rwanda,2021,0.8892792,,,
SAU,Saudi Arabia,2021,22.85849,,,
SRB,Serbia,2021,9.060741,,20.37,1.552
SGP,Singapore,2021,10.50314,,,
SLB,Solomon Islands,2021,0.8096753,,,
ZAF,South Africa,2021,7.89189,,,
THA,Thailand,2021,5.099677,,,
UKR,Ukraine,2021,7.529293,,-23.14,-1.858
URY,Uruguay,2021,11.52196,,,
UZB,Uzbekistan,2021,6.196108,,,
VEN,Venezuela,2021,7.581178,,,
AUS,Australia,2020,20.91176,East Asia & Pacific,-12.36,-2.811
AUT,Austria,2020,8.370743,Europe & Central Asia,-16.71,-1.509
BEL,Belgium,2020,9.26923,Europe & Central Asia,-17.9,-1.829
CAN,Canada,2020,17.87396,North America,-15.83,-3.32
CHL,Chile,2020,5.354269,Latin America & Caribbean,,
COL,Colombia,2020,3.479452,Latin America & Caribbean,,
CRI,Costa Rica,2020,2.90543,Latin America & Caribbean,,
CZE,Czechia,2020,10.56825,Europe & Central Asia,-20.76,-2.474
DNK,Denmark,2020,7.401293,Europe & Central Asia,-30.06,-2.819
EST,Estonia,2020,8.526422,Europe & Central Asia,-50.24,-8.021
FIN,Finland,2020,8.626773,Europe & Central Asia,-31.68,-3.399
FRA,France,2020,5.997182,Europe & Central Asia,-19.77,-1.393
DEU,Germany,2020,8.764853,Europe & Central Asia,-27.61,-3.032
GRC,Greece,2020,7.091454,Europe & Central Asia,-23.45,-2.151
HUN,Hungary,2020,6.455618,Europe & Central Asia,-6.62,-0.398
ISL,Iceland,2020,12.5612,Europe & Central Asia,-17.54,-2.551
IRL,Ireland,2020,11.56396,Europe & Central Asia,-15.24,-1.9
ISR,Israel,2020,9.061138,Middle East & North Africa,-14.39,-1.417
ITA,Italy,2020,6.327091,Europe & Central Asia,-9.39,-0.669
JPN,Japan,2020,8.894616,East Asia & Pacific,-18.35,-1.932
KOR,Korea,2020,13.74816,East Asia & Pacific,,
LVA,Latvia,2020,5.519989,Europe & Central Asia,-1.44,-0.077
LTU,Lithuania,2020,7.000509,Europe & Central Asia,-5.17,-0.341
LUX,Luxembourg,2020,14.37257,Europe & Central Asia,-39.89,-7.75
MEX,Mexico,2020,5.67136,North America,,
NLD,Netherlands,2020,9.330465,Europe & Central Asia,-28.47,-3.128
NZL,New Zealand,2020,16.05091,East Asia & Pacific,-19.84,-3.655
NOR,Norway,2020,9.178269,Europe & Central Asia,-19.28,-2.015
POL,Poland,2020,9.712359,Europe & Central Asia,-9.57,-0.95
PRT,Portugal,2020,5.530717,Europe & Central Asia,-16.21,-0.985
SVK,Slovak Republic,2020,6.766585,Europe & Central Asia,-10.69,-0.783
SVN,Slovenia,2020,7.564375,Europe & Central Asia,-13.66,-1.105
ESP,Spain,2020,5.658686,Europe & Central Asia,-17.83,-1.222
SWE,Sweden,2020,4.441116,Europe & Central Asia,-23.73,-1.309
CHE,Switzerland,2020,5.096887,Europe & Central Asia,-23.99,-1.45
TUR,Türkiye,2020,6.181012,Europe & Central Asia,14.43,0.866
GBR,United Kingdom,2020,6.077576,Europe & Central Asia,-31.67,-2.602
USA,United States,2020,17.6817,North America,,
DZA,Algeria,2020,5.04874,Middle East & North Africa,,
ARG,Argentina,2020,7.061831,Latin America & Caribbean,,
AZE,Azerbaijan,2020,6.580966,Europe & Central Asia,,
BLR,Belarus,2020,9.635014,Europe & Central Asia,-3.37,-0.333
BTN,Bhutan,2020,1.910724,East Asia & Pacific,,
BRA,Brazil,2020,5.557711,,,
BRN,Brunei Darussalam,2020,33.77179,,,
BGR,Bulgaria,2020,6.911945,,-15.79,-1.252
CHN,China (People’s Republic of),2020,9.652851,,,
CIV,Côte d’Ivoire,2020,1.659335,,,
HRV,Croatia,2020,6.044096,,13.3,0.766
CUB,Cuba,2020,4.470159,,,
CYP,Cyprus,2020,6.190146,,-8.21,-0.565
EGY,Egypt,2020,3.088697,,,
GEO,Georgia,2020,4.820012,,,
GHA,Ghana,2020,1.468394,,,
GTM,Guatemala,2020,1.778021,,,
GNB,Guinea-Bissau,2020,0.7595775,,,
GUY,Guyana,2020,9.162369,,,
VAT,Holy See,2020,30.21183,,,
IDN,Indonesia,2020,3.339661,,,
IRQ,Iraq,2020,4.717297,,,
KAZ,Kazakhstan,2020,18.43434,,-17.1,-3.509
KEN,Kenya,2020,1.295409,,,
LBN,Lebanon,2020,4.437867,,,
LIE,Liechtenstein,2020,4.631047,,-21.1,-1.13
MYS,Malaysia,2020,9.816118,,,
MDV,Maldives,2020,3.009546,,,
MLT,Malta,2020,4.025918,,-35.66,-2.336
MUS,Mauritius,2020,4.344573,,,
MDA,Moldova,2020,4.363438,,,
MCO,Monaco,2020,1.804676,,-34.6,-0.812
MAR,Morocco,2020,2.56891,,,
NAM,Namibia,2020,3.381342,,,
NPL,Nepal,2020,1.803851,,,
NGA,Nigeria,2020,1.452109,,,
PAN,Panama,2020,4.221086,,,
PER,Peru,2020,2.868927,,,
ROU,Romania,2020,5.750749,,-8.16,-0.482
RUS,Russia,2020,13.49968,,4.84,0.662
RWA,Rwanda,2020,0.8529792,,,
SAU,Saudi Arabia,2020,22.25867,,,
SRB,Serbia,2020,9.235191,,20.37,1.552
SGP,Singapore,2020,9.581285,,,
SLB,Solomon Islands,2020,0.8599326,,,
ZAF,South Africa,2020,7.756462,,,
THA,Thailand,2020,5.205036,,,
UKR,Ukraine,2020,7.278898,,-23.14,-1.858
URY,Uruguay,2020,10.70697,,,
UZB,Uzbekistan,2020,5.595903,,,
VEN,Venezuela,2020,7.609905,,,
