iso3,country_name_ghg,year,ghg_per_capita,region,gdp_per_capita_ppp,renewable_pct,electricity_access_pct,fossil_fuel_pct
GEO,Georgia,2014,4.477543,,11575.547210705,31.3444004058838,100.0,72.2095353380914
GHA,Ghana,2014,1.128611,,5256.66624082205,47.698299407959,78.3,52.5430601292631
GTM,Guatemala,2014,1.703142,,7758.49316980639,66.3634033203125,85.494371,37.3785969634422
GNB,Guinea-Bissau,2014,0.6962806,,1378.23754028997,87.2809982299805,17.2,
GUY,Guyana,2014,6.078437,,10951.806089186,24.0174999237061,86.9,
VAT,Holy See,2014,30.32221,,,,,
IDN,Indonesia,2014,3.069394,,10278.1773057998,28.3188991546631,97.01,66.089475456589
KAZ,Kazakhstan,2014,20.52191,,24726.4728671586,1.34119999408722,100.0,99.1739073129022
KEN,Kenya,2014,1.147807,,3021.427818107,74.9412002563477,36.0,17.3795726114892
LIE,Liechtenstein,2014,5.356115,,,54.9678993225098,100.0,
MYS,Malaysia,2014,10.23582,,24607.6687337619,3.02999997138977,99.9883575439453,96.6281988978081
MDV,Maldives,2014,3.68893,,15993.0586879357,1.1952999830246,100.0,
MLT,Malta,2014,6.549833,,34344.1114460945,4.4899001121521,100.0,97.7884616626645
MUS,Mauritius,2014,4.015156,,18488.0467911726,10.5929002761841,99.3755569458008,84.5423603034044
MDA,Moldova,2014,3.968441,,8827.05410758548,24.3090000152588,100.0,88.6880222394062
MCO,Monaco,2014,2.346737,,,,100.0,
MAR,Morocco,2014,2.459603,,6609.60910787755,11.1396999359131,91.6,88.4688628123422
NAM,Namibia,2014,4.751163,,10467.228044829,29.9841995239258,48.7061805725098,66.7190908320656
NPL,Nepal,2014,1.496792,,2947.31648725396,84.0630035400391,84.9,15.4826794026705
NGA,Nigeria,2014,1.563994,,5507.16949454144,80.6576995849609,54.4245338439941,18.876766756621
PAN,Panama,2014,4.204799,,22897.3731046132,19.7833995819092,91.4287567138672,80.7126619635031
PER,Peru,2014,3.223498,,11510.2788763872,28.5688991546631,92.919989,79.5556835734868
ROU,Romania,2014,5.914941,,20657.7070695521,24.3328990936279,100.0,72.5236945744128
RUS,Russia,2014,13.6596,,25761.6480209933,3.29609990119934,100.0,92.1428758178287
RWA,Rwanda,2014,0.7338822,,1706.6729870342,87.9537963867188,19.8,
SRB,Serbia,2014,7.617867,,14659.6064222468,23.4585990905762,99.6607979324826,83.8712616429286
SGP,Singapore,2014,9.636294,,84423.1913432675,0.590699970722198,100.0,90.5788735805032
SLB,Solomon Islands,2014,0.8533567,,2454.93054654717,45.8947982788086,50.211109161377,
ZAF,South Africa,2014,9.387836,,12521.1285484636,9.90810012817383,86.0,86.7914316914016
UKR,Ukraine,2014,8.028714,,10743.5863638157,3.49920010566711,100.0,75.3495057807649
UZB,Uzbekistan,2014,5.650603,,6158.50245912758,1.34500002861023,99.9942016601563,
VEN,Venezuela,2014,8.367807,,,12.0041999816895,100.0,
AUS,Australia,2019,21.86902,East Asia & Pacific,52203.1322876387,,100.0,
AUT,Austria,2019,9.08026,Europe & Central Asia,58649.6683148852,,100.0,
BEL,Belgium,2019,10.12343,Europe & Central Asia,54709.4669035074,,100.0,
CAN,Canada,2019,19.77897,North America,50660.5777927922,,100.0,
CHL,Chile,2019,5.682408,Latin America & Caribbean,25974.7316377039,,100.0,
COL,Colombia,2019,3.683094,Latin America & Caribbean,15621.0873671586,,99.7662734985352,
CRI,Costa Rica,2019,3.187736,Latin America & Caribbean,21792.4758810293,,99.71,
CZE,Czechia,2019,11.46535,Europe & Central Asia,43005.5533406102,,100.0,
DNK,Denmark,2019,7.870842,Europe & Central Asia,60334.8086338323,,100.0,
EST,Estonia,2019,10.93776,Europe & Central Asia,38819.3390286313,,100.0,
FIN,Finland,2019,9.53934,Europe & Central Asia,51556.5268436077,,100.0,
FRA,France,2019,6.62196,Europe & Central Asia,49377.1265790966,,100.0,
DEU,Germany,2019,9.550692,Europe & Central Asia,55891.2036125205,,100.0,
GRC,Greece,2019,8.052013,Europe & Central Asia,30869.1509800246,,100.0,
HUN,Hungary,2019,6.646106,Europe & Central Asia,33956.8219158243,,100.0,
ISL,Iceland,2019,13.29792,Europe & Central Asia,60081.8492666878,,100.0,
IRL,Ireland,2019,12.11575,Europe & Central Asia,89431.3951006868,,100.0,
ISR,Israel,2019,9.402014,Middle East & North Africa,41947.5899429783,,100.0,
ITA,Italy,2019,6.926384,Europe & Central Asia,44850.9264658367,,100.0,
JPN,Japan,2019,9.373204,East Asia & Pacific,42197.2548051299,,100.0,
KOR,Korea,2019,14.66927,East Asia & Pacific,42727.9507570391,,100.0,
LVA,Latvia,2019,5.812749,Europe & Central Asia,32002.7567713817,,100.0,
LTU,Lithuania,2019,7.042611,Europe & Central Asia,38764.9977287477,,100.0,
LUX,Luxembourg,2019,17.33832,Europe & Central Asia,120962.187770618,,100.0,
MEX,Mexico,2019,6.061272,North America,20447.8850679641,,100.0,
NLD,Netherlands,2019,10.32719,Europe & Central Asia,59469.0836923272,,100.0,
NZL,New Zealand,2019,16.84859,East Asia & Pacific,45073.2030753169,,100.0,
NOR,Norway,2019,9.548388,Europe & Central Asia,68345.0694174133,,100.0,
POL,Poland,2019,10.09156,Europe & Central Asia,34151.7928122918,,100.0,
PRT,Portugal,2019,6.13362,Europe & Central Asia,36871.8396005497,,100.0,
SVK,Slovak Republic,2019,7.267905,Europe & Central Asia,32557.190775484,,100.0,
SVN,Slovenia,2019,8.222804,Europe & Central Asia,41193.8420369119,,100.0,
ESP,Spain,2019,6.511927,Europe & Central Asia,42185.5861192043,,100.0,
SWE,Sweden,2019,4.883338,Europe & Central Asia,55068.7697360016,,100.0,
CHE,Switzerland,2019,5.440202,Europe & Central Asia,73114.4683604496,,100.0,
TUR,Türkiye,2019,6.066827,Europe & Central Asia,27318.4324996132,,100.0,
GBR,United Kingdom,2019,6.692477,Europe & Central Asia,48513.4975021936,,100.0,
USA,United States,2019,19.50954,North America,65279.529026095,,100.0,
DZA,Algeria,2019,5.287959,Middle East & North Africa,11997.3378341915,,99.5,
ARG,Argentina,2019,7.473238,Latin America & Caribbean,22996.9855202977,,100.0,
BLR,Belarus,2019,9.808526,Europe & Central Asia,20098.5989768733,,100.0,
BTN,Bhutan,2019,1.872337,East Asia & Pacific,12332.5394928352,,100.0,
BRA,Brazil,2019,5.59519,,15388.2349159911,,99.8,
BRN,Brunei Darussalam,2019,25.95554,,64724.1323936862,,100.0,
BGR,Bulgaria,2019,7.72982,,24579.2165450171,,100.0,
CIV,Côte d’Ivoire,2019,1.682472,,5432.99260799494,,68.5501098632813,
HRV,Croatia,2019,6.225204,,30245.9762157222,,100.0,
CUB,Cuba,2019,4.692558,,,,99.8,
CYP,Cyprus,2019,6.542007,,41514.5105084213,,100.0,
EGY,Egypt,2019,3.204049,,12260.7205373863,,100.0,
GEO,Georgia,2019,4.74158,,15623.1529588881,,100.0,
GHA,Ghana,2019,1.366898,,5625.09922020032,,83.5,
GTM,Guatemala,2019,1.882364,,9019.25606239135,,95.7245712280273,
GNB,Guinea-Bissau,2019,0.7790754,,2021.30194281608,,31.040412902832,
GUY,Guyana,2019,6.561252,,13635.4481576385,,92.0216903686523,
VAT,Holy See,2019,29.66224,,,,,
IDN,Indonesia,2019,3.556219,,12311.5032732923,,98.85,
KAZ,Kazakhstan,2019,19.34913,,27466.2206186576,,100.0,
KEN,Kenya,2019,1.286968,,4512.9818974701,,69.7,
LIE,Liechtenstein,2019,4.868305,,,,100.0,
MYS,Malaysia,2019,9.942006,,29564.0082669859,,100.0,
MDV,Maldives,2019,4.476469,,20357.009142014,,100.0,
MLT,Malta,2019,4.219994,,46766.7666801313,,100.0,
MUS,Mauritius,2019,4.57325,,23837.4692377116,,100.0,
MDA,Moldova,2019,4.370677,,13572.7043738974,,100.0,
MCO,Monaco,2019,2.157267,,,,100.0,
NAM,Namibia,2019,3.983455,,10261.5665184184,,55.1951179504395,
NPL,Nepal,2019,1.853793,,4119.92233935514,,89.9,
NGA,Nigeria,2019,1.519398,,5352.67942303108,,55.4,
PAN,Panama,2019,5.162121,,32761.3753926993,,95.8345565795898,
PER,Peru,2019,3.26907,,13397.2739160483,,98.3466033935547,
ROU,Romania,2019,5.912965,,32299.9697717021,,100.0,
RUS,Russia,2019,13.99041,,29188.854156647,,100.0,
RWA,Rwanda,2019,0.8924332,,2321.71858979003,,37.7824363708496,
SAU,Saudi Arabia,2019,22.00738,,48948.1740036301,,100.0,
SRB,Serbia,2019,8.99412,,18929.8775996569,,99.8,
SGP,Singapore,2019,9.800837,,102573.401768252,,100.0,
SLB,Solomon Islands,2019,0.8503432,,2773.51236296948,,70.2584915161133,
ZAF,South Africa,2019,8.34868,,13009.6686271889,,85.0,
UKR,Ukraine,2019,7.569845,,13350.4823150166,,100.0,
UZB,Uzbekistan,2019,5.712653,,7310.96005559841,,100.0,
VEN,Venezuela,2019,5.560651,,,,100.0,
AUS,Australia,2016,22.74003,East Asia & Pacific,47339.969213264,9.4197998046875,100.0,
AUT,Austria,2016,9.192056,Europe & Central Asia,52684.0171130768,34.6142997741699,100.0,
BEL,Belgium,2016,10.34431,Europe & Central Asia,48597.3999826201,9.20689964294434,100.0,
CAN,Canada,2016,19.9407,North America,46472.3402486315,22.3330001831055,100.0,
CHL,Chile,2016,5.755747,Latin America & Caribbean,23437.5925260344,24.5543994903564,100.0,
COL,Colombia,2016,3.601354,Latin America & Caribbean,13812.0960563446,30.7357997894287,98.4,
CRI,Costa Rica,2016,3.103583,Latin America & Caribbean,19075.0044669733,36.8058013916016,99.5,
CZE,Czechia,2016,12.13502,Europe & Central Asia,36097.7052556977,14.7812995910645,100.0,
DNK,Denmark,2016,9.11466,Europe & Central Asia,51976.0057060956,32.1296005249023,100.0,
EST,Estonia,2016,14.84915,Europe & Central Asia,31577.0688451249,26.9139003753662,100.0,
FIN,Finland,2016,10.53471,Europe & Central Asia,44934.4482077785,42.3969993591309,100.0,
FRA,France,2016,7.093895,Europe & Central Asia,42924.613626021,14.4117002487183,100.0,
DEU,Germany,2016,10.84203,Europe & Central Asia,50579.6839299266,14.2413997650146,100.0,
GRC,Greece,2016,8.574775,Europe & Central Asia,27471.2415919272,16.4099998474121,100.0,
HUN,Hungary,2016,6.425023,Europe & Central Asia,27911.664839193,15.2638998031616,100.0,
ISL,Iceland,2016,14.29545,Europe & Central Asia,53480.3971946764,77.4712982177734,100.0,
IRL,Ireland,2016,13.19347,Europe & Central Asia,71697.5287440824,8.49880027770996,100.0,
ISR,Israel,2016,9.846153,Middle East & North Africa,37794.8075415923,3.97790002822876,100.0,
ITA,Italy,2016,7.262397,Europe & Central Asia,39926.9546628592,16.0921993255615,100.0,
JPN,Japan,2016,10.10148,East Asia & Pacific,39964.2770077463,6.35979986190796,100.0,
KOR,Korea,2016,14.37503,East Asia & Pacific,39575.4542830031,2.54979991912842,100.0,
LVA,Latvia,2016,5.48277,Europe & Central Asia,26710.1028027328,38.4826011657715,100.0,
LTU,Lithuania,2016,6.866907,Europe & Central Asia,30925.1708493589,31.4717998504639,100.0,
LUX,Luxembourg,2016,17.31256,Europe & Central Asia,110660.866873981,13.4963998794556,100.0,
MEX,Mexico,2016,6.438936,North America,19323.6658689896,9.22010040283203,99.5,
NLD,Netherlands,2016,11.32236,Europe & Central Asia,52288.4150841353,5.63889980316162,100.0,
NZL,New Zealand,2016,17.20145,East Asia & Pacific,39955.8030258734,31.6702995300293,100.0,
NOR,Norway,2016,10.18965,Europe & Central Asia,58939.9126133093,59.4174995422363,100.0,
POL,Poland,2016,10.28008,Europe & Central Asia,28322.1069770904,11.3368997573853,100.0,
PRT,Portugal,2016,6.339368,Europe & Central Asia,31607.7542431733,29.0014991760254,100.0,
SVK,Slovak Republic,2016,7.545991,Europe & Central Asia,29659.3717763701,13.0906000137329,100.0,
SVN,Slovenia,2016,8.603161,Europe & Central Asia,33936.0440637175,20.7875995635986,100.0,
ESP,Spain,2016,6.855799,Europe & Central Asia,37286.2134326488,17.1770000457764,100.0,
SWE,Sweden,2016,5.360955,Europe & Central Asia,50430.2528196052,51.8549995422363,100.0,
CHE,Switzerland,2016,5.892591,Europe & Central Asia,68105.1549836834,24.1103992462158,100.0,
TUR,Türkiye,2016,6.184704,Europe & Central Asia,26512.0169514886,13.2256002426147,100.0,
GBR,United Kingdom,2016,7.366669,Europe & Central Asia,44149.9999768118,8.680100440979,100.0,
USA,United States,2016,19.98921,North America,58021.4004997125,9.45629978179932,100.0,
DZA,Algeria,2016,5.054544,Middle East & North Africa,11624.3407087852,0.0802000015974045,99.4028701782227,
ARG,Argentina,2016,7.859378,Latin America & Caribbean,20307.870052142,9.37689971923828,99.9560165405273,
BLR,Belarus,2016,9.244925,Europe & Central Asia,17725.7521791512,6.73449993133545,100.0,
BRA,Brazil,2016,5.744674,,14256.163385421,45.5766983032227,99.7,
BRN,Brunei Darussalam,2016,27.08624,,56297.2267116989,0.0074000000022352,100.0,
BGR,Bulgaria,2016,8.108453,,20019.5912818443,17.6730003356934,100.0,
CIV,Côte d’Ivoire,2016,1.795058,,4726.98073995015,64.2783966064453,64.3,
HRV,Croatia,2016,6.025329,,24876.3096691701,31.8474006652832,100.0,
CUB,Cuba,2016,5.114254,,,14.0478000640869,98.9525985717773,
CYP,Cyprus,2016,7.082761,,35719.0663731245,10.4071998596191,100.0,
EGY,Egypt,2016,3.422747,,11192.3730101321,4.91690015792847,100.0,
GEO,Georgia,2016,4.921393,,12858.4834001898,27.645299911499,100.0,
GHA,Ghana,2016,1.189614,,4844.65822127652,46.4782981872559,79.3,
GTM,Guatemala,2016,1.926159,,8221.74642722194,63.3282012939453,91.7952346801758,
GNB,Guinea-Bissau,2016,0.7221428,,1746.75274593369,86.7390975952148,23.0492153167725,
GUY,Guyana,2016,6.111522,,11296.7699725276,21.4074001312256,89.2545547485352,
VAT,Holy See,2016,29.30915,,,,,
IND,India,2016,2.198557,,5839.86481675466,33.5629005432129,89.5348815917969,
IDN,Indonesia,2016,3.093477,,10494.4738000481,27.8348007202148,97.62,
KAZ,Kazakhstan,2016,20.0808,,23818.8248260141,2.04390001296997,100.0,
KEN,Kenya,2016,1.255773,,3635.27651517963,70.9737014770508,53.1,
LIE,Liechtenstein,2016,4.973462,,,55.8217010498047,100.0,
MYS,Malaysia,2016,10.00872,,25546.1295181653,4.43120002746582,100.0,
MDV,Maldives,2016,3.767199,,17411.2642571085,1.21319997310638,100.0,
MLT,Malta,2016,4.067336,,39886.9498046529,9.25279998779297,100.0,
MUS,Mauritius,2016,4.154706,,20701.2189720364,10.3325996398926,99.5434341430664,
MDA,Moldova,2016,4.138269,,10610.4778427993,25.2954998016357,100.0,
MCO,Monaco,2016,2.329862,,,,100.0,
MAR,Morocco,2016,2.473351,,7113.00459986287,11.0204000473022,97.8,
NAM,Namibia,2016,5.007187,,10427.1217561823,28.7101001739502,49.7,
NPL,Nepal,2016,1.544541,,2989.67500637537,79.195198059082,90.7,
NGA,Nigeria,2016,1.523554,,5234.67912691071,82.4570999145508,59.3,
PAN,Panama,2016,4.467756,,27828.5579200812,22.1005001068115,93.1707153320313,
PER,Peru,2016,3.269104,,12013.3773897006,27.2106990814209,94.2,
ROU,Romania,2016,5.806685,,24271.366104769,24.4260005950928,99.1,
RUS,Russia,2016,13.45777,,24128.0864065399,3.35719990730286,100.0,
RWA,Rwanda,2016,0.7621484,,1882.37238004371,86.0774002075195,29.37,
SRB,Serbia,2016,9.027099,,15858.0356413336,21.0032997131348,100.0,
SGP,Singapore,2016,9.712685,,89417.3490208324,0.68010002374649,100.0,
SLB,Solomon Islands,2016,0.9021343,,2548.62996450083,48.7024993896484,58.4877014160156,
ZAF,South Africa,2016,8.87429,,12591.5918509652,10.7053003311157,84.2,
UKR,Ukraine,2016,7.525199,,11148.196546631,5.47399997711182,100.0,
UZB,Uzbekistan,2016,5.477135,,6452.92793779539,1.62549996376038,100.0,
VEN,Venezuela,2016,7.393056,,,14.5053997039795,99.4,
AUS,Australia,2020,20.91176,East Asia & Pacific,52518.3244830382,,,
AUT,Austria,2020,8.370743,Europe & Central Asia,55097.4612258328,,,
BEL,Belgium,2020,9.26923,Europe & Central Asia,51968.1920227771,,,
CAN,Canada,2020,17.87396,North America,48072.583756378,,,
CHL,Chile,2020,5.354269,Latin America & Caribbean,25067.6916009163,,,
COL,Colombia,2020,3.479452,Latin America & Caribbean,14565.3680522873,,,
CRI,Costa Rica,2020,2.90543,Latin America & Caribbean,21031.8175436511,,,
CZE,Czechia,2020,10.56825,Europe & Central Asia,41737.4180409247,,,
DNK,Denmark,2020,7.401293,Europe & Central Asia,60398.4533430492,,,
EST,Estonia,2020,8.526422,Europe & Central Asia,38394.9175345121,,,
FIN,Finland,2020,8.626773,Europe & Central Asia,51089.7853321567,,,
FRA,France,2020,5.997182,Europe & Central Asia,46226.9505356869,,,
DEU,Germany,2020,8.764853,Europe & Central Asia,53694.3547123431,,,
GRC,Greece,2020,7.091454,Europe & Central Asia,28463.7886828947,,,
HUN,Hungary,2020,6.455618,Europe & Central Asia,33084.0962334341,,,
ISL,Iceland,2020,12.5612,Europe & Central Asia,55216.0261783821,,,
IRL,Ireland,2020,11.56396,Europe & Central Asia,93612.1659106094,,,
ISR,Israel,2020,9.061138,Middle East & North Africa,41854.9341515478,,,
ITA,Italy,2020,6.327091,Europe & Central Asia,41839.9910228994,,,
JPN,Japan,2020,8.894616,East Asia & Pacific,,,,
KOR,Korea,2020,13.74816,East Asia & Pacific,43124.2946857302,,,
LVA,Latvia,2020,5.519989,Europe & Central Asia,32019.2223351007,,,
LTU,Lithuania,2020,7.000509,Europe & Central Asia,38734.7293153001,,,
LUX,Luxembourg,2020,14.37257,Europe & Central Asia,118359.526161843,,,
MEX,Mexico,2020,5.67136,North America,18833.0824152277,,,
NLD,Netherlands,2020,9.330465,Europe & Central Asia,59228.8349537605,,,
NZL,New Zealand,2020,16.05091,East Asia & Pacific,44251.7942246991,,,
NOR,Norway,2020,9.178269,Europe & Central Asia,63197.9814705865,,,
POL,Poland,2020,9.712359,Europe & Central Asia,34264.7597598664,,,
PRT,Portugal,2020,5.530717,Europe & Central Asia,34495.9224734636,,,
SVK,Slovak Republic,2020,6.766585,Europe & Central Asia,31832.394609507,,,
SVN,Slovenia,2020,7.564375,Europe & Central Asia,39593.3074407023,,,
ESP,Spain,2020,5.658686,Europe & Central Asia,38334.6113444231,,,
SWE,Sweden,2020,4.441116,Europe & Central Asia,54563.1214122072,,,
CHE,Switzerland,2020,5.096887,Europe & Central Asia,71352.3525990268,,,
TUR,Türkiye,2020,6.181012,Europe & Central Asia,28119.4530398905,,,
GBR,United Kingdom,2020,6.077576,Europe & Central Asia,44916.2283385249,,,
USA,United States,2020,17.6817,North America,63543.577788724,,,
DZA,Algeria,2020,5.04874,Middle East & North Africa,11268.2644722324,,,
ARG,Argentina,2020,7.061831,Latin America & Caribbean,20767.6105001703,,,
AZE,Azerbaijan,2020,6.580966,Europe & Central Asia,14451.9836966507,,,
BLR,Belarus,2020,9.635014,Europe & Central Asia,20199.6984928506,,,
BTN,Bhutan,2020,1.910724,East Asia & Pacific,11508.1741774838,,,
BRA,Brazil,2020,5.557711,,14836.3071009143,,,
BRN,Brunei Darussalam,2020,33.77179,,65661.6939297088,,,
BGR,Bulgaria,2020,6.911945,,24367.3239228848,,,
CHN,China (People’s Republic of),2020,9.652851,,17311.9979202848,,,
CIV,Côte d’Ivoire,2020,1.659335,,5458.23665112582,,,
HRV,Croatia,2020,6.044096,,28503.8805738916,,,
CUB,Cuba,2020,4.470159,,,,,
CYP,Cyprus,2020,6.190146,,38458.1912618072,,,
EGY,Egypt,2020,3.088697,,12607.7621145597,,,
GEO,Georgia,2020,4.820012,,14863.0173692196,,,
GHA,Ghana,2020,1.468394,,5596.30707064456,,,
GTM,Guatemala,2020,1.778021,,8854.20246390959,,,
GNB,Guinea-Bissau,2020,0.7595775,,1948.91954049728,,,
GUY,Guyana,2020,9.162369,,19705.7926684251,,,
VAT,Holy See,2020,30.21183,,,,,
IDN,Indonesia,2020,3.339661,,12073.461509431,,,
IRQ,Iraq,2020,4.717297,,9763.50999133341,,,
KAZ,Kazakhstan,2020,18.43434,,26728.5439182062,,,
KEN,Kenya,2020,1.295409,,4452.20602367052,,,
LBN,Lebanon,2020,4.437867,,12288.7585242164,,,
LIE,Liechtenstein,2020,4.631047,,,,,
MYS,Malaysia,2020,9.816118,,27886.8608901388,,,
MDV,Maldives,2020,3.009546,,13765.6359819057,,,
MLT,Malta,2020,4.025918,,42640.1161038759,,,
MUS,Mauritius,2020,4.344573,,20538.6949103031,,,
MDA,Moldova,2020,4.363438,,13001.550045211,,,
MCO,Monaco,2020,1.804676,,,,,
MAR,Morocco,2020,2.56891,,7296.15806462019,,,
NAM,Namibia,2020,3.381342,,9382.21753673983,,,
NPL,Nepal,2020,1.803851,,4008.74658033482,,,
NGA,Nigeria,2020,1.452109,,5186.72348377932,,,
PAN,Panama,2020,4.221086,,26775.6944526998,,,
PER,Peru,2020,2.868927,,11879.2358960654,,,
ROU,Romania,2020,5.750749,,31945.7496566328,,,
RUS,Russia,2020,13.49968,,28213.4478382297,,,
RWA,Rwanda,2020,0.8529792,,2213.96118971842,,,
SAU,Saudi Arabia,2020,22.25867,,46762.4692706716,,,
SRB,Serbia,2020,9.235191,,19230.6300632762,,,
SGP,Singapore,2020,9.581285,,98525.9543531223,,,
SLB,Solomon Islands,2020,0.8599326,,2619.21900713566,,,
ZAF,South Africa,2020,7.756462,,12095.856289625,,,
THA,Thailand,2020,5.205036,,18236.1761111504,,,
UKR,Ukraine,2020,7.278898,,13056.7020745176,,,
URY,Uruguay,2020,10.70697,,22795.0587500053,,,
UZB,Uzbekistan,2020,5.595903,,7378.25472035915,,,
VEN,Venezuela,2020,7.609905,,,,,
